K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
1.75,15,0.9715698452957582,1.1477794699850183e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,16,0.9717472820920245,1.4585812468861363e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,17,0.9698191728436004,1.1295939598789409e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.75,18,0.9672241036207577,1.0494984701822284e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.75,19,0.9723429827842996,1.120830491896282e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,0,0.9727765138905629,1.0634986238169871e-16,3.0,0.0,3,1.0,0.0,1.0,0.0
1.8,1,0.9776870927974775,1.2933979113692383e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,2,0.9723935124425305,2.1925147983971603e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,3,0.9720939231084323,1.2658490090568387e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,4,0.9719514305708304,9.805224261780595e-17,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,5,0.9749261109304967,2.3527299811756314e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,6,0.971651921594299,2.2960958249178483e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,7,0.9771586165202633,1.3651680807082476e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,8,0.9709317643779259,2.767285174576876e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,9,0.9729816159095223,1.0185048308013225e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,10,0.9744356092827411,4.319152844514725e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,11,0.9746774583613984,1.3196251165673468e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,12,0.9731860667718225,1.8592175448465736e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,13,0.969362493702782,9.937581424690588e-17,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,14,0.9754178843751111,2.0728788539433988e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,15,0.9732897683006034,1.2992930143631825e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,16,0.9734678405425479,1.0727305558671995e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,17,0.9716938594440375,1.2613618981948154e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.8,18,0.9692701217132417,1.6434301093293987e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.8,19,0.9740227483727609,3.2560401607020506e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,0,0.9744113749075973,1.7524651527601203e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,1,0.9789901517164677,1.2631196225257116e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,2,0.9740174620990165,2.9987532878604355e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,3,0.9737594468113282,1.0121922251508303e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,4,0.9736213712357565,1.5928508676009437e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,5,0.9763927135873514,1.4304223057953898e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,6,0.9733312013520746,1.747816882704927e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,7,0.978484124059989,1.1736900594885312e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,8,0.9726601774171729,1.3296745856887663e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,9,0.9745733113121862,1.0929918724968039e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,10,0.97594302348938,4.154489567705036e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,11,0.9761810227711685,1.0141387504586807e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,12,0.9747664440257857,1.5603275197016644e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,13,0.9712029537085919,9.86288042992847e-17,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,14,0.9768511280813944,1.580888976289391e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,15,0.9748522232387069,1.6250267321577626e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,16,0.9750290515105782,1.0572214976460804e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,17,0.9733889539580758,1.472877282518059e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.85,18,0.9711196193609678,1.5224230513075154e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.85,19,0.9755475962087276,1.213144107805396e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,0,0.9758939781501116,1.0362610227312916e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,1,0.980177997196911,1.215985673938486e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,2,0.9754967957879837,1.60886601221371e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,3,0.9752729759739323,1.401521906357628e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,4,0.9751395924398885,1.6936633274089347e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,5,0.9777296956736587,1.2151744759336338e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,6,0.9748591299844429,1.7032427833254634e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,7,0.9796936904742157,1.8862032452911227e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,8,0.9742318848713774,2.2682266677381e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,9,0.9760228452133415,1.160382246330542e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,10,0.9773153365372101,3.441763002884571e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,11,0.9775477499342665,9.940061789492645e-17,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,12,0.9762056128322544,1.353743879188956e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,13,0.9728742785389848,1.1225886584544521e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,14,0.9781582650827823,1.3875567184101094e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,15,0.9762766477863745,1.8436389086182346e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,16,0.976450960850687,1.0499681495390057e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,17,0.9749283350510375,1.0834775653339659e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.9,18,0.9727985481545919,1.283640610054227e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.9,19,0.9769368805347513,1.8088119317397668e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,0,0.9772443352573958,1.6334999271227631e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,1,0.9812644053643996,1.6756645799565733e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,2,0.9768488758224699,1.1766269114136713e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,3,0.9766534792551848,1.2613618981948154e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,4,0.9765248847177896,1.5772983483922015e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,5,0.9789524772982069,1.1833123453963014e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,6,0.9762542331118875,1.5321077739827162e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,7,0.9808009455156829,1.2240680870989814e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,8,0.9756662428413769,2.454170534286977e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,9,0.9773473748744924,1.2056020147087156e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,10,0.9785689932440157,3.1064825866535596e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,11,0.9787948299355558,1.3051614908552974e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,12,0.9775206178761322,1.2378862259480132e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,13,0.9743976797817049,9.962357283199522e-17,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,14,0.9793542135160417,1.2844085674128156e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,15,0.9775794414763582,1.1561255106102675e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,16,0.9777503860762007,1.4403833450617448e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,17,0.9763316877888546,1.3693150711568148e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
1.95,18,0.9743284283421458,2.648108836386645e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
1.95,19,0.9782068758316919,2.610039646183406e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,0,0.978478866679861,1.3170071812084775e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,1,0.9822610529747097,2.845811530692996e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,2,0.9780884268921771,1.4550276472929614e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,3,0.9779168725906464,1.5319468636452473e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,4,0.9777930512675124,1.824823031464749e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,5,0.9800741600177618,1.0290994924006173e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,6,0.9775321382860864,1.0567550420762111e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,7,0.981817492880765,1.1785110229670081e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,8,0.9769795378253182,9.576276950461626e-17,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,9,0.9785614289306608,1.5126763246665485e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,10,0.9797178754518882,2.8625674931751845e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,11,0.9799366090261102,1.0001871002134529e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,12,0.9787258934715288,2.1526878036788523e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,13,0.975790958565582,1.0082879011490612e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,14,0.9804516625033549,1.1082228213748185e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,15,0.9787745435415319,1.0331637877786763e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,16,0.9789415586881652,2.26431067786e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,17,0.9776154508510728,1.3965881956249493e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
2.0,18,0.9757272879497184,1.7235296186091125e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
2.0,19,0.9793713769467235,1.0855233655586996e-16,1.0,0.0,1,1.0,0.0,1.0,0.0
