K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
0.6,7,0.4415485443749049,0.04235485901977942,1.2864,1.0716226201419976,1,0.3668,0.3664,0.0796,0.24862124942083316
0.6,8,0.1839372928308446,0.07794270764110706,0.1568,0.3982634304075633,0,0.8564,0.0948,0.316,0.005421671649089299
0.6,9,0.21103113188850833,0.05699360195749205,0.1904,0.43697578880299537,0,0.828,0.1028,0.2352,0.00772643118245888
0.6,10,0.3484045962711937,0.03469413142541916,0.7636,0.857738328396254,0,0.4576,0.2704,0.0796,0.12580015808994072
0.6,11,0.3951744059943855,0.03233302565080867,1.0372,0.9225053712580756,1,0.3972,0.3548,0.0796,0.19729939772552801
0.6,12,0.1526329908004682,0.04736153762078036,0.086,0.30365111559156177,0,0.9204,0.0544,0.268,0.0013148822309498331
0.6,13,0.15615657793117738,0.05255048122745429,0.1152,0.34918327565907276,0,0.8944,0.066,0.3468,0.002433667794907228
0.6,14,0.31756978261446267,0.05505775923231135,0.584,0.7373899917953863,0,0.5508,0.2356,0.0796,0.07803910399572886
0.6,15,0.22067843800466544,0.052594415685854594,0.138,0.3749079887118971,0,0.8724,0.0792,0.1732,0.0037887901891215966
0.6,16,0.16931718104076235,0.057024129849822504,0.1024,0.31482414138690185,0,0.9012,0.0736,0.3568,0.0022893004435449314
0.6,17,0.3264865199400453,0.057345686696988606,0.5044,0.7113231614392997,0,0.6028,0.2404,0.0796,0.06792202964011261
0.6,18,0.23258433458677863,0.057855633906763265,0.198,0.4512161344632969,0,0.8216,0.1168,0.1908,0.009402044820244811
0.6,19,0.11541230892289583,0.04172587794335451,0.0556,0.23088663885119035,0,0.9448,0.0408,0.4192,0.0005199936653000396
0.65,0,0.15825703113443643,0.06508957822694265,0.1144,0.3378056245831321,0,0.8912,0.0664,0.1828,0.0024404159665416653
0.65,1,0.6088149258149129,0.029994578364303776,4.786,1.5768969528792933,5,0.2696,0.5736,0.0796,0.6606527116738748
0.65,2,0.13780085921437263,0.06789190939099846,0.0504,0.2241870647472775,0,0.9508,0.0356,0.6616,0.00039266813867615524
0.65,3,0.3134160783233726,0.05327934303941412,0.4632,0.6668176362394743,0,0.6196,0.2164,0.0796,0.05489146785149477
0.65,4,0.36610077333752544,0.03384824615885819,0.6224,0.7287099834639292,0,0.5076,0.2544,0.0796,0.0912829932250001
0.65,5,0.4231764390689289,0.06246072152022446,1.5016,1.274204630347889,1,0.3104,0.3752,0.0796,0.32968505658927316
0.65,6,0.2168426280220614,0.04974605183647069,0.1724,0.4189012294085564,0,0.8428,0.1016,0.1564,0.006690489429374619
0.65,7,0.5258109792088599,0.028547805280344004,2.6164,1.3274227058476888,2,0.282,0.5096,0.0796,0.4856944115792768
0.65,8,0.3071204981516063,0.051386472373894376,0.5068,0.7442806997363293,0,0.6216,0.2064,0.0796,0.058129632865074665
0.65,9,0.34046299876688024,0.0557442475483747,0.718,0.8030417174717638,0,0.468,0.26,0.0796,0.11107673078791258
0.65,10,0.5120761025389373,0.029582416143832824,2.4972,1.3018418337109927,2,0.2912,0.5244,0.0796,0.48388773678823943
0.65,11,0.58110718171178,0.019643390666506135,4.0076,1.4120701965553981,4,0.2628,0.5752,0.0796,0.598770632288626
0.65,12,0.3995979248602789,0.06840420476497679,1.344,1.265252543961086,0,0.3164,0.3612,0.0796,0.31241150289043623
0.65,13,0.3850116187060029,0.03091986970233934,0.882,0.8653762187626836,1,0.3932,0.3256,0.0796,0.17097591080102623
0.65,14,0.4581279061090281,0.025978492291723415,1.5916,1.0639593225307067,1,0.36,0.4184,0.0796,0.28490277223091653
0.65,15,0.2813392069709881,0.05995528625572204,0.346,0.5655828851724564,0,0.6984,0.166,0.0904,0.02831624666646993
0.65,16,0.32672624843228293,0.060553191037918695,0.5632,0.7208368470049238,0,0.5576,0.2228,0.0812,0.07105052398331538
0.65,17,0.5238703113585234,0.03306537127005547,2.6396,1.3383989838609411,2,0.27,0.5372,0.0796,0.5248611928920025
0.65,18,0.36762536628338455,0.04198232011974084,0.7884,0.8330818927332414,0,0.4384,0.304,0.0796,0.14222907291939127
0.65,19,0.20604227422601906,0.05944463006665146,0.1848,0.42643752180125993,0,0.8304,0.1,0.1924,0.007232380442073172
0.7,0,0.43600520591706743,0.07419077769654918,1.7308,1.424616214985636,1,0.2692,0.4252,0.0796,0.44267977315948054
0.7,1,0.7206429462367366,0.01762519508943602,7.162,1.489616057915596,7,0.2456,0.5576,0.0796,0.626612120165201
0.7,2,0.2588117165424316,0.06298120046889483,0.3136,0.5933422621051023,0,0.7448,0.1364,0.138,0.02065381708887084
0.7,3,0.5872491912155345,0.02378032434302467,4.1884,1.5247640604368926,4,0.2564,0.608,0.0796,0.6893592507810655
0.7,4,0.5055690257930147,0.03366374144417922,2.5516,1.3679683622072552,2,0.27,0.508,0.0796,0.5072973884395554
0.7,5,0.5489790565609974,0.03497470369478394,3.6108,1.468646778500535,4,0.274,0.5536,0.0796,0.5902691149417901
0.7,6,0.30377937071877775,0.05950487638599618,0.4252,0.666036755742504,0,0.6592,0.188,0.0796,0.042673241582109854
0.7,7,0.63629840692214,0.018890217393573237,5.2464,1.4945524547502507,5,0.264,0.5736,0.0796,0.6309546131009219
0.7,8,0.4295645551055473,0.03683148329542695,1.2352,1.0769776970764064,1,0.356,0.392,0.0796,0.2718808663651183
0.7,9,0.46827447661592597,0.02718856952888068,1.872,1.1560346015582752,2,0.3384,0.4552,0.0796,0.34815175130119513
0.7,10,0.6135738845685875,0.02581411398410471,4.6072,1.477872849740464,4,0.2564,0.5972,0.0796,0.656290702236164
0.7,11,0.6510013430280421,0.016826811145125214,5.2612,1.4503015410596514,5,0.2604,0.5924,0.0796,0.6354337259830393
0.7,12,0.6083061330359943,0.03055716904090703,4.7396,1.5757511986351145,5,0.236,0.562,0.0796,0.6765771418594358
0.7,13,0.4967873484357544,0.024731566325487148,2.2408,1.2278498931058308,2,0.312,0.5048,0.0796,0.4264352155601592
0.7,14,0.5670447291865999,0.025305825709231542,3.6928,1.3982947328800177,4,0.2768,0.558,0.0796,0.5642756879681533
0.7,15,0.30296600355532827,0.10498771101038883,0.6396,0.8551677262385433,0,0.562,0.2256,0.1404,0.08450151787382738
0.7,16,0.499307915621591,0.032615300608886975,2.4516,1.4106939568878858,2,0.2872,0.5128,0.0796,0.5156422731919971
0.7,17,0.5998116841123082,0.02931297362162983,4.0368,1.558026238546707,4,0.2712,0.5972,0.0796,0.6781143440637656
0.7,18,0.4986053924905103,0.030990111380752656,2.3496,1.3078913716360392,2,0.2864,0.5192,0.0796,0.48457521896280004
0.7,19,0.33610990592246226,0.04483217927999258,0.6268,0.7638859600751934,0,0.526,0.26,0.0796,0.09414130608174878
0.75,0,0.6405287596395156,0.01745769020662927,5.6572,1.4332090426731197,5,0.2612,0.5864,0.0796,0.6209124796611094
0.75,1,0.7737619249301619,0.01440735849655684,7.5492,1.5847963149881439,8,0.2424,0.4872,0.0796,0.5849526317087425
0.75,2,0.5858330150547618,0.02068841602193586,4.3572,1.528400523423098,4,0.2388,0.552,0.0796,0.642207001256592
0.75,3,0.6828057834215043,0.016928250241288287,6.388,1.4791402908446514,6,0.2464,0.612,0.0796,0.6821842365011641
0.75,4,0.6486402196218791,0.019894480873535927,5.6632,1.4910954898999595,6,0.2576,0.582,0.0796,0.644267768877396
0.75,5,0.6979384805570938,0.018389873691171652,7.198,1.5381794433680356,7,0.258,0.5776,0.0796,0.6592317164364472
0.75,6,0.4784721746082093,0.030748984808814616,2.1208,1.1999197306486797,2,0.324,0.488,0.0796,0.3958391209153774
0.75,7,0.7228389223368238,0.013057567813343832,7.0308,1.5232371319003486,7,0.2496,0.5408,0.0796,0.6181544884981911
0.75,8,0.5421578675871861,0.03370825617707364,3.1684,1.522380189046087,3,0.2496,0.5532,0.0796,0.6319724138658478
0.75,9,0.6362303775426406,0.02238446403020013,5.5904,1.4547260360631482,6,0.258,0.5692,0.0796,0.6143983053969475
0.75,10,0.6877727123516861,0.01950945267051415,6.1588,1.4485794973007178,6,0.2768,0.5684,0.0796,0.5954630554349872
0.75,11,0.7139915703020024,0.01581441645338264,6.9076,1.3993792338033317,7,0.2816,0.576,0.0796,0.5790608889463584
0.75,12,0.676436261626935,0.023918189768491162,5.9528,1.5174228678914787,6,0.2764,0.568,0.0796,0.6236680834311707
0.75,13,0.6111623966908472,0.02170227452333827,4.7872,1.4426074171443872,5,0.2576,0.6084,0.0796,0.6515913796342867
0.75,14,0.6732244691405643,0.023273573387806466,6.0816,1.5964151840921585,6,0.242,0.5492,0.0796,0.6645774252904701
0.75,15,0.5309194795560667,0.09266507252070555,3.384,2.0037325170790634,3,0.1832,0.4904,0.0796,0.8026125339002165
0.75,16,0.6555950065254159,0.019116491705405084,6.1108,1.467556935863137,6,0.2768,0.588,0.0796,0.624066260558875
0.75,17,0.6635904603177011,0.013705257242509879,5.5612,1.4446641685872879,6,0.2588,0.6116,0.0796,0.6548921570733037
0.75,18,0.618350433380629,0.018830955193184264,4.8452,1.4965416666434652,5,0.2484,0.6092,0.0796,0.6852285977075107
0.75,19,0.6091468620077061,0.02300860927667294,4.9824,1.5521888544890405,5,0.2568,0.572,0.0796,0.6598516259609645
0.8,0,0.7431553607755554,0.009945821248117845,7.4064,1.509317408632127,8,0.2464,0.4996,0.0796,0.568255832070349
0.8,1,0.8176810895335388,0.009576056870106774,7.6644,1.741428333294253,8,0.2348,0.4056,0.0796,0.5404786149668118
0.8,2,0.6968713263084303,0.014154931742135264,6.7956,1.4370179678765327,7,0.2844,0.5584,0.0796,0.5742195053108003
0.8,3,0.7370415132555891,0.012635269236203376,7.496,1.482020242776731,7,0.2516,0.5712,0.0796,0.633543025174417
0.8,4,0.7175668326115591,0.01593663226921384,6.8856,1.5465162915404416,7,0.264,0.5912,0.0796,0.6729251187654457
0.8,5,0.7614182564670573,0.01279374591704294,7.5412,1.5895604927148888,8,0.2444,0.5104,0.0796,0.6130271031950287
0.8,6,0.6540427359077534,0.02159274651140292,6.012,1.420934903505435,6,0.2764,0.5716,0.0796,0.5877125454426947
0.8,7,0.7743347030760785,0.012211626969482605,6.9156,1.4863635625243241,7,0.2668,0.3908,0.0796,0.4258945304777415
0.8,8,0.6569993777898828,0.022801207453907922,5.7836,1.4612224471311683,6,0.264,0.5744,0.0796,0.617744064868717
0.8,9,0.7184761150178902,0.012899771057201947,7.3848,1.4845635587606212,7,0.2588,0.5664,0.0796,0.6232430610246688
0.8,10,0.7462564476241518,0.01500528025198148,7.0428,1.561335377169172,7,0.2544,0.5008,0.0796,0.5829971350985729
0.8,11,0.7556386329861285,0.009645163242642198,7.3748,1.5202384549800074,7,0.2588,0.516,0.0796,0.5814291844276905
0.8,12,0.7266534804402031,0.019467157305762824,6.794,1.5943537875891913,7,0.2416,0.5508,0.0796,0.6660041794183673
0.8,13,0.6898267955053078,0.01751034761091195,6.4244,1.4811767754052858,6,0.2812,0.5988,0.0796,0.6375243169220679
0.8,14,0.7513352443924254,0.013441891392720845,7.578,1.5747749045498534,7,0.2464,0.4992,0.0796,0.5924257849266802
0.8,15,0.6712244386027172,0.017051125651417257,6.2948,1.534370541948717,6,0.2512,0.5432,0.0796,0.6241023958447801
0.8,16,0.7364939764543713,0.01726576967462433,7.142,1.552364647883995,7,0.2476,0.51,0.0796,0.5956795733126371
0.8,17,0.72665316657473,0.013980407922341044,7.0104,1.552253793681948,7,0.266,0.566,0.0796,0.6448745262017574
0.8,18,0.6976170879320213,0.014422337376070425,6.4524,1.4354561086985558,6,0.2748,0.6172,0.0796,0.6425007387023932
0.8,19,0.734136495595744,0.012332857051961875,7.4256,1.569351662311542,7,0.2448,0.51,0.0796,0.6044389326277894
0.85,0,0.7983977999872619,0.008404085543789401,7.8252,1.8465765513511754,8,0.2136,0.4556,0.0796,0.6615985391242041
0.85,1,0.8462569199060199,0.008436030062052681,7.8448,1.730639465631129,8,0.2364,0.3756,0.0796,0.4963615220825637
0.85,2,0.7539087878652765,0.012060774845727136,7.224,1.561609426201059,7,0.246,0.5024,0.0796,0.5915526432729061
0.85,3,0.7794167393046741,0.010089701695831621,7.2548,1.50528301657861,7,0.2848,0.514,0.0796,0.5533613055934877
0.85,4,0.7676528122195568,0.011321605726979104,7.0976,1.5474088793851482,7,0.2608,0.4764,0.0796,0.5449275893746561
0.85,5,0.8013436294437456,0.010186190686691295,7.5348,1.77200139954798,7,0.2152,0.4132,0.0796,0.5746234811551899
0.85,6,0.7426532267789718,0.010843122604188573,6.9476,1.5155376075835267,7,0.2476,0.4596,0.0796,0.5240775130770011
0.85,7,0.8250565643371655,0.007099244751611476,6.8668,1.8413738783853757,7,0.1884,0.2956,0.0796,0.44176209362906105
0.85,8,0.7187132334947246,0.01878928712591628,6.88,1.5184202316881845,7,0.2644,0.5364,0.0796,0.5991319395083099
0.85,9,0.773555443240201,0.012096942636970476,7.358,1.5253314393927637,7,0.244,0.4488,0.0796,0.5175339761527517
0.85,10,0.7934921342900336,0.009552216871692791,6.8964,1.6097412959851656,7,0.2444,0.4064,0.0796,0.4943126618636539
0.85,11,0.808438082311354,0.007884774770107635,7.5856,1.528748717088587,7,0.2356,0.4252,0.0796,0.4968783119930133
0.85,12,0.7758702219733149,0.01121817998716868,7.318,1.560280743968854,7,0.25,0.464,0.0796,0.5429777000713718
0.85,13,0.7415986164018504,0.01245014745661962,7.4612,1.5506432729677062,7,0.2456,0.5528,0.0796,0.646668362787921
0.85,14,0.8023180503825117,0.008791057650650698,7.2844,1.755766681538296,8,0.2304,0.3708,0.0796,0.5010390658831205
0.85,15,0.743579259641288,0.01183922836440452,6.954,1.7547318883521779,8,0.2256,0.4428,0.0796,0.6017051463165839
0.85,16,0.7806996403795138,0.012107870267482279,7.3644,1.6672170344619204,7,0.2308,0.4532,0.0796,0.5811942602883784
0.85,17,0.7654680795354439,0.016015102154275953,7.1692,1.5122735731341734,7,0.2808,0.5108,0.0796,0.5555599512476954
0.85,18,0.7390870677034904,0.013911696281432196,7.0472,1.5740940759687776,7,0.258,0.5568,0.0796,0.650330042640544
0.85,19,0.8002213548541849,0.009979437059211515,7.398,1.8707207167292503,7,0.2176,0.4032,0.0796,0.5901444430152988
0.9,0,0.833073082350388,0.007658293204209149,7.3004,1.673965304299943,7,0.2236,0.3492,0.0796,0.4538435997603264
0.9,1,0.8682921018782532,0.005948335994018075,7.4256,1.788089662181402,7,0.208,0.31,0.0796,0.4390117752749449
0.9,2,0.7961841303566616,0.010326713392593875,6.7864,1.6270141486784926,7,0.248,0.3656,0.0796,0.44731695353667106
0.9,3,0.8156625799135432,0.010617640504376226,7.4772,1.6022110223063626,8,0.2364,0.4268,0.0796,0.5221677512984719
0.9,4,0.8123601358976801,0.009447995261940213,7.7064,1.5574976853915385,8,0.25,0.4128,0.0796,0.4822012845653436
0.9,5,0.8333957916122848,0.0102407184039958,7.2412,1.6929921913582473,7,0.2432,0.3312,0.0796,0.4243521509083345
0.9,6,0.8099834300093851,0.008070507627602388,6.7916,1.7128249881409368,7,0.2256,0.3212,0.0796,0.4260434299926205
0.9,7,0.8551267050393115,0.007313860574658307,6.058,1.7401827490237916,6,0.2196,0.1972,0.0796,0.2678052166971251
0.9,8,0.7892252122769895,0.009049828308184635,6.9296,1.471000965329391,7,0.2928,0.3544,0.0796,0.36867944426241894
0.9,9,0.811832220856548,0.009014695188993834,7.04,1.5411683879446787,7,0.2708,0.3472,0.0796,0.3901903011272911
0.9,10,0.8353354184959965,0.00660863538420678,6.6556,1.7172619602145738,7,0.21,0.3368,0.0796,0.45691532563484905
0.9,11,0.8413340452191729,0.007694191467630382,7.2624,1.84671227861841,7,0.2148,0.338,0.0796,0.49011300808589586
0.9,12,0.8128971147798059,0.009505009870194644,7.2216,1.7147867039372564,7,0.2144,0.376,0.0796,0.5065233007616653
0.9,13,0.7838512133535561,0.011016782568517966,7.752,1.6015292691674416,8,0.2452,0.5048,0.0796,0.6102195519959912
0.9,14,0.8352675427143695,0.0058966206735193,7.7292,1.5442368212162279,8,0.2512,0.3036,0.0796,0.35106012898855415
0.9,15,0.8077559043351011,0.0076328319031688276,6.4364,1.6133056251064148,6,0.2648,0.2656,0.0796,0.3150287708916819
0.9,16,0.812503385534217,0.00966615180466557,7.6372,1.725101782504441,8,0.222,0.3924,0.0796,0.526651494237919
0.9,17,0.8059635432869554,0.011892382625980634,7.5628,1.6401390672744798,8,0.242,0.4344,0.0796,0.5400571206478433
0.9,18,0.7758880853461457,0.01284568929068258,7.2568,1.6323154597074672,7,0.248,0.4872,0.0796,0.5980385983885488
0.9,19,0.8380816845853606,0.00678642223014697,7.8648,1.687637686234815,7,0.2064,0.3504,0.0796,0.46929396877500984
0.95,0,0.859409333557378,0.005562240926535243,6.7824,1.6362916121523081,6,0.2176,0.2776,0.0796,0.35539311440002996
0.95,1,0.8858559705350783,0.005374241729257983,7.036,2.0910054997536474,6,0.1928,0.2428,0.0796,0.40981232213445745
0.95,2,0.8375630389248198,0.0065607844137683885,6.0652,1.789119604721831,6,0.2344,0.2132,0.0796,0.2920306948405072
0.95,3,0.8410626181980729,0.007004918030498431,7.1624,1.5689570548616045,7,0.2344,0.3464,0.0796,0.41609343694558176
0.95,4,0.8420272248009721,0.007253794443789447,7.216,1.5583786446175396,7,0.2516,0.3296,0.0796,0.38440937555372084
0.95,5,0.8626480308516601,0.006788373056568992,7.0508,1.7154064707817795,7,0.2228,0.2244,0.0796,0.2991732025333687
0.95,6,0.8434141593125769,0.007248942636105137,6.9748,1.5981755097610526,7,0.2352,0.2932,0.0796,0.35837385469877686
0.95,7,0.8801949199174797,0.004106813892351142,5.3564,1.2670355322562978,5,0.3088,0.1204,0.0796,0.10544330604719955
0.95,8,0.8292516053054242,0.006805461302947502,6.968,1.6696634391397567,7,0.2552,0.2976,0.0796,0.3700850432942214
0.95,9,0.8480956261786767,0.0066158083742126695,5.5836,1.2308578471943867,6,0.2964,0.1976,0.0796,0.17112784132813935
0.95,10,0.862463116114794,0.004313613543949365,6.5216,1.4059635272651991,6,0.2636,0.2324,0.0796,0.24061569927486023
0.95,11,0.8684775443933619,0.006874736228886093,6.1108,1.6543649416014592,5,0.2568,0.2124,0.0796,0.2611509040541827
0.95,12,0.8437985703297592,0.006722450251634046,6.5504,1.5050115747063209,6,0.278,0.246,0.0796,0.26730811689335743
0.95,13,0.8170987218715748,0.008654478607190456,7.3384,1.496357390465259,7,0.256,0.418,0.0796,0.46535517868886167
0.95,14,0.86476779688118,0.0042360186492748,6.7304,1.3419820565119343,7,0.292,0.1844,0.0796,0.17520273673445017
0.95,15,0.8440695172102219,0.005430798711282344,6.1184,1.5513804949141263,6,0.2512,0.1744,0.0796,0.2025958969864658
0.95,16,0.8440188134709473,0.005689210135065429,5.9468,1.374325201689906,6,0.2908,0.2312,0.0796,0.22534403629316832
0.95,17,0.8368151778732812,0.007834756619596627,7.0228,1.532279400109523,8,0.2296,0.3644,0.0796,0.4301625585437589
0.95,18,0.8113798772696311,0.00926505804019422,6.9092,1.645161195749523,7,0.2468,0.3792,0.0796,0.46988014971167
0.95,19,0.8630114597672797,0.006217067413710031,7.0408,1.7545185550457996,8,0.2172,0.2544,0.0796,0.3494024059454155
1.0,0,0.8784882066408045,0.005551041048636574,6.42,1.422251735804882,6,0.2888,0.2196,0.0796,0.22212659442867877
1.0,1,0.902391513933704,0.00435245653634081,3.9496,1.4002356373125204,3,0.3156,0.0792,0.0796,0.07589904555631505
1.0,2,0.8652618439307708,0.005117915986078776,5.1908,1.3725871047041058,5,0.3156,0.1348,0.0796,0.12663093416853788
1.0,3,0.8635572539310846,0.006370519152121278,6.8456,1.6845654157675207,7,0.2516,0.274,0.0796,0.34543968072268183
1.0,4,0.8638586399671749,0.006335449897864806,6.828,1.849328526790197,6,0.226,0.2476,0.0796,0.35440975869391794
1.0,5,0.8835054234835287,0.005354941184310983,5.3872,1.4575582869991854,6,0.2628,0.134,0.0796,0.14398460494406912
1.0,6,0.8647534558468074,0.006416949727376675,6.7332,1.6313239285929695,7,0.2448,0.2312,0.0796,0.28483281332990834
1.0,7,0.899428824083901,0.0031056810931425543,4.0764,0.8814550697568198,4,0.4116,0.0552,0.0796,0.028629379118727347
1.0,8,0.8573629130734114,0.00594686763017651,5.8836,1.7011910651070328,6,0.2208,0.196,0.0796,0.25981134460012245
1.0,9,0.870602949959355,0.006256750931946679,6.3444,1.37382263775205,6,0.2956,0.178,0.0796,0.17225427952151348
1.0,10,0.8837566544297155,0.004138041984434776,6.2408,1.3698231126682014,6,0.282,0.1876,0.0796,0.18451079082597918
1.0,11,0.8863845852417355,0.00656344656611093,5.9052,1.3808015643096585,5,0.2976,0.172,0.0796,0.1668185041985049
1.0,12,0.8672444433846708,0.005060621950042099,5.8624,1.2772886283060692,5,0.266,0.1696,0.0796,0.1590050640362905
1.0,13,0.8428933428369557,0.008632868268307335,7.4932,1.6836726997846108,7,0.246,0.3624,0.0796,0.46006289301655423
1.0,14,0.8870516735629322,0.0037909148810882907,4.6272,1.240411286630366,5,0.306,0.088,0.0796,0.07575439895793513
1.0,15,0.8744912255496747,0.004424070427198941,3.5948,1.1611257296262105,4,0.3488,0.0568,0.0796,0.04294790502365609
1.0,16,0.8685825059924962,0.0035755230478339345,4.8068,1.0851146298893957,5,0.3756,0.1176,0.0796,0.07967936028613117
1.0,17,0.8602857347083627,0.006977941004236644,6.4564,1.6449009210283763,7,0.2332,0.2728,0.0796,0.3440853764208257
1.0,18,0.8429497595688328,0.009274083939272414,6.804,1.8462892514446374,6,0.1836,0.322,0.0796,0.48535399695847803
1.0,19,0.8804850047352542,0.005453561484747425,6.6104,1.6879016085068466,6,0.2496,0.192,0.0796,0.2431874637351206
1.05,0,0.8933830939379149,0.004075603146019005,6.0648,1.2479587172659197,6,0.288,0.1824,0.0796,0.16207090194941087
1.05,1,0.9147053283737001,0.0043904975561497315,4.292,1.2310710783703758,4,0.3544,0.0672,0.0796,0.053409182401544936
1.05,2,0.8847576722609647,0.0036653284440087267,5.4376,1.1657213389142365,5,0.3192,0.102,0.0796,0.08094955572196993
1.05,3,0.8838927736237648,0.004728247031544707,4.3668,1.3088383246222581,5,0.282,0.12,0.0796,0.11276951098919967
1.05,4,0.8838507674852734,0.004641196164344358,5.0056,1.1623977976579274,4,0.3244,0.13,0.0796,0.10209107455801639
1.05,5,0.8988590573411868,0.003506839118843983,4.7764,1.1627566555388966,5,0.302,0.0772,0.0796,0.06265584084931092
1.05,6,0.8832518824281069,0.005006872039230349,5.8808,1.3264205064759818,6,0.2744,0.1624,0.0796,0.15630199780908383
1.05,7,0.9131900383215156,0.002205091155387208,3.9448,0.6753909682546844,4,0.5444,0.0292,0.094,0.008985077561703685
1.05,8,0.8775093985065254,0.004095541725921309,6.7724,1.5473196954734338,6,0.25,0.1744,0.0796,0.20238941732841495
1.05,9,0.8876064526164411,0.004258887608852472,7.0408,1.3356404306548975,7,0.3088,0.1636,0.0796,0.15103464822658827
1.05,10,0.8986181703512434,0.004459032471213736,5.2272,1.271683985902158,5,0.314,0.114,0.0796,0.09945077530586757
1.05,11,0.9007132998227495,0.0051337503536871285,6.1484,1.2257150729268202,6,0.3212,0.1588,0.0796,0.1321240450026482
1.05,12,0.8879944114332997,0.0037537532688655963,5.0536,1.1697551196724894,5,0.2788,0.1012,0.0796,0.08537509294517669
1.05,13,0.8609495625264956,0.006189336938543861,6.7988,1.5393240594494715,7,0.2684,0.258,0.0796,0.2905517274546237
1.05,14,0.9042021463327906,0.002844843316967688,2.5104,0.8349202596655563,2,0.3916,0.0248,0.0796,0.012597544560282493
1.05,15,0.8939968901332342,0.0025638670975451964,4.4604,0.8440567753415643,5,0.512,0.0424,0.0796,0.01746454796184708
1.05,16,0.8898103992387311,0.0028476779915007785,3.7464,0.9110911260680788,4,0.5052,0.0552,0.0796,0.024884595933460284
1.05,17,0.8783871704965328,0.004422323818640065,5.9388,1.5262550769776329,6,0.2736,0.1892,0.0796,0.2097606844624834
1.05,18,0.8672369284902441,0.0055816357544941,5.7856,1.5878389842802072,6,0.2332,0.1928,0.0796,0.23474459232811587
1.05,19,0.8970484087126599,0.005221716323049169,6.004,1.5249865573178014,6,0.2328,0.132,0.0796,0.15443599982416636
1.1,0,0.9075019838257408,0.003448773587083168,5.1144,0.908907388021464,5,0.4984,0.118,0.0796,0.05379713806403277
1.1,1,0.9241040462467125,0.003369644186747256,4.6808,0.9820953925154114,5,0.4192,0.0632,0.0796,0.03604934402149151
1.1,2,0.9010441242753463,0.003104299911470082,4.1028,1.0734207749060944,4,0.352,0.0448,0.1068,0.03116183515941055
1.1,3,0.898688182838513,0.005118025380655332,5.6168,1.5153738020699712,6,0.2784,0.134,0.0796,0.1465281616603684
1.1,4,0.8993860123790953,0.004745121899453083,5.3492,1.309068126569431,6,0.2772,0.1056,0.0796,0.09991813400918546
1.1,5,0.9121825005443966,0.002950262853611804,4.9516,1.0409886838962275,5,0.3936,0.0516,0.084,0.03257278638765263
1.1,6,0.8977605050612135,0.003123062870389707,5.1884,1.1465188354318476,5,0.306,0.0892,0.0796,0.07097501999932551
1.1,7,0.9248777119239481,0.0016500125420140738,4.462,0.6175402820869259,5,0.5284,0.0276,0.0796,0.008038003409320559
1.1,8,0.895338214736854,0.003042974768748518,4.7648,1.1203039587540518,5,0.3604,0.0836,0.0796,0.05990328076134245
1.1,9,0.9031774549253969,0.0029632392558816304,4.1164,0.9497636758688973,4,0.4276,0.048,0.0796,0.02609494749087786
1.1,10,0.9107340385009071,0.0039793555027616365,5.3528,1.156344308586331,6,0.3444,0.0912,0.0796,0.06913865953637824
1.1,11,0.9117959816393056,0.004889279724771979,5.834,1.2557244920761879,5,0.3044,0.1176,0.0796,0.10272147898001384
1.1,12,0.9040433427756892,0.0028349137099366248,3.2156,0.7366930432683615,3,0.5164,0.032,0.0796,0.011400472539451305
1.1,13,0.8788953131350088,0.00506736378566883,5.8088,1.4057889457525266,6,0.2776,0.1564,0.0796,0.1588307595575201
1.1,14,0.9165049090707089,0.0019906058970350195,2.9728,0.6337666447518361,3,0.6336,0.0232,0.1252,0.005387320920592185
1.1,15,0.9084072705098395,0.0021822806172550153,4.1952,0.7840261220138013,4,0.4276,0.0324,0.0796,0.014540360741375226
1.1,16,0.9077270815003677,0.0016901926496229911,2.4444,0.5787129167385155,3,0.4884,0.0156,0.0796,0.004618684936042951
1.1,17,0.895564295109496,0.0034643760260468144,5.0016,1.0503320617785596,5,0.4032,0.1028,0.0796,0.06443896496229705
1.1,18,0.8848749146620525,0.005069072019357331,5.4448,1.2852054154881236,6,0.3404,0.1436,0.0796,0.12173280710695825
1.1,19,0.9093131392446023,0.004478587775036207,5.2436,1.435081544721414,5,0.2616,0.0904,0.0796,0.0957936458807194
1.15,0,0.9177081036843081,0.0031006851871167467,5.5644,0.9807408628174927,5,0.3824,0.1212,0.0796,0.07341151409908686
1.15,1,0.9331814414135512,0.0022389220412770026,4.046,0.7007738579598985,4,0.5188,0.026,0.0796,0.008767522228920263
1.15,2,0.9138827024455052,0.0019450007610506835,3.1084,0.6921339754700675,3,0.5188,0.016,0.0968,0.0053288782369940125
1.15,3,0.9117154529078054,0.0031451753851913914,3.9684,0.9621857616905376,4,0.3544,0.0608,0.0796,0.03776817798822972
1.15,4,0.9109221393842251,0.003670650351784576,5.0548,1.064986835599389,5,0.4036,0.0748,0.0796,0.04750983016176853
1.15,5,0.922763564958013,0.0020071589098533864,4.154,0.6944667018655395,4,0.5336,0.0172,0.1932,0.005571067763600777
1.15,6,0.9117275487016812,0.002582448567130419,4.6868,0.9350431861684251,5,0.4116,0.056,0.0796,0.030810047551703485
