control_type,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
omega_shuffled,1.2,11,0.9436352439030886,1.7610198592641245e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,12,0.9389697766881661,1.0612896221599074e-14,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,13,0.9308581462309069,3.4364917839657292e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,14,0.9437460784062586,8.532408850411713e-16,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,15,0.938033476252066,6.8618164610963445e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,16,0.9394040757349046,2.50724765535085e-15,2.0,0.0,2,1.0,0.0,1.0,0.0
omega_shuffled,1.2,17,0.9367418758432979,2.600310842671108e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,18,0.9308160683437213,5.652391729422136e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
omega_shuffled,1.2,19,0.9406287279466585,2.4085341139295577e-15,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.4,0,0.10170961957660253,0.04686588528976777,0.039,0.19359493795035035,0,0.961,0.0255,0.732,0.00019253017334182616
phase_reset,0.4,1,0.10702290709699233,0.04840047605464993,0.041,0.2032707553978191,0,0.96,0.0285,0.6125,0.00023172866928434423
phase_reset,0.4,2,0.08251207584400574,0.04722615412333094,0.06,0.2537715508089904,0,0.944,0.037,0.46,0.0005258146674874353
phase_reset,0.4,3,0.07846669682247684,0.02923808979693521,0.0395,0.1947812876022746,0,0.9605,0.027,0.549,0.0002077342509216866
phase_reset,0.4,4,0.13746782288217463,0.06337932347737069,0.115,0.3267644411498901,0,0.8875,0.0605,0.3045,0.0022240405143374403
phase_reset,0.4,5,0.1428854757275285,0.04234313533749495,0.058,0.23374344910606584,0,0.942,0.043,0.4615,0.0005829561756276487
phase_reset,0.4,6,0.09143656542149486,0.04264456258162041,0.032,0.1788183435780569,0,0.9685,0.021,0.727,0.00011828833990966236
phase_reset,0.4,7,0.2487162207243751,0.048564187769669566,0.237,0.5028230304988028,0,0.7965,0.1195,0.0995,0.012227776263751999
phase_reset,0.4,8,0.06576568964322932,0.02856936448336956,0.026,0.15913516267626082,0,0.974,0.021,0.804,8.688780295875272e-05
phase_reset,0.4,9,0.07121124021913587,0.03960689787500344,0.041,0.2032707553978191,0,0.96,0.0285,0.775,0.00023172866928434423
phase_reset,0.4,10,0.15249399422536458,0.03880221252143117,0.0595,0.24074831255898763,0,0.9415,0.041,0.5235,0.0005774348417565081
phase_reset,0.4,11,0.1260726958424149,0.05783345017856539,0.092,0.29586483400363756,0,0.91,0.056,0.227,0.001491158790006168
phase_reset,0.4,12,0.09175667276260603,0.04950991778653737,0.0555,0.23112712951966502,0,0.945,0.0325,0.534,0.00041313975672839374
phase_reset,0.4,13,0.10927107727630936,0.05845529004037789,0.0605,0.24462164663005603,0,0.941,0.043,0.4555,0.0006206051319331298
phase_reset,0.4,14,0.0966319073031174,0.04327556250380359,0.059,0.23562470159132295,0,0.941,0.035,0.5145,0.00048656502268793974
phase_reset,0.4,15,0.11670825624505718,0.042205175367390727,0.073,0.2601365026289083,0,0.927,0.042,0.4815,0.0007975785360501971
phase_reset,0.4,16,0.10716655063927001,0.03825277253762938,0.0475,0.21735627435158156,0,0.9535,0.039,0.566,0.0003941756136436598
phase_reset,0.4,17,0.13703228776614565,0.04081049832057328,0.05,0.22248595461286985,0,0.951,0.039,0.4155,0.00042517067016700647
phase_reset,0.4,18,0.1466845022678815,0.07644120595078327,0.0995,0.32031195731661344,0,0.907,0.0625,0.518,0.001861813281691827
phase_reset,0.4,19,0.10078194771494774,0.06933906172755025,0.048,0.22515772249691993,0,0.9545,0.033,0.589,0.0003380743305738015
phase_reset,0.45,0,0.09228020421156058,0.07378952993429765,0.0555,0.2417017790584091,0,0.9475,0.0385,0.595,0.0004885397336111527
phase_reset,0.45,1,0.2095129529164475,0.051299223589529576,0.167,0.4038700285983104,0,0.845,0.078,0.218,0.004882788708353428
phase_reset,0.45,2,0.08249443406875528,0.05125886075672295,0.0495,0.2192025319196838,0,0.951,0.0335,0.5845,0.0003598209668870854
phase_reset,0.45,3,0.10493408708975516,0.03799968740835207,0.0485,0.21482027371735654,0,0.9515,0.027,0.5355,0.0002813071588516616
phase_reset,0.45,4,0.23661777236456152,0.05316811002928099,0.2705,0.5102251953794521,0,0.758,0.143,0.0995,0.017656853234775817
phase_reset,0.45,5,0.18024070646106308,0.08946206589242062,0.155,0.393668642388494,0,0.856,0.0885,0.337,0.005016913235287252
phase_reset,0.45,6,0.13189385059282097,0.04418942384107602,0.066,0.2562108506679606,0,0.936,0.0465,0.474,0.0007624835079853447
phase_reset,0.45,7,0.31769670860785826,0.04908290919553515,0.5475,0.8134763364720575,0,0.598,0.2105,0.0995,0.06883718139561947
phase_reset,0.45,8,0.11285707558682335,0.053263722244811545,0.063,0.264633709115071,0,0.9425,0.044,0.537,0.0006695232992775678
phase_reset,0.45,9,0.07543043691087746,0.043526106010951866,0.0455,0.21547563667384767,0,0.956,0.036,0.542,0.00034131341797230297
phase_reset,0.45,10,0.18904607429827974,0.048908442556535786,0.1425,0.38365837668425795,0,0.869,0.0775,0.1735,0.0038950917195461764
phase_reset,0.45,11,0.20704481260981392,0.033564908587334366,0.178,0.4269847772462152,0,0.839,0.0975,0.125,0.006702593609567014
phase_reset,0.45,12,0.11691664228954955,0.05754009656760412,0.0465,0.23094966984172116,0,0.958,0.0355,0.728,0.0003443459674338927
phase_reset,0.45,13,0.12079162446338834,0.05497839257989219,0.058,0.2502718521927706,0,0.946,0.037,0.5345,0.0005000431741958361
phase_reset,0.45,14,0.12696329574583456,0.04129708926383551,0.073,0.2620515216517546,0,0.9275,0.0485,0.45,0.0009214386820067175
phase_reset,0.45,15,0.16284268171960983,0.04039889809563384,0.097,0.307556498874597,0,0.9065,0.0695,0.2165,0.0019985790475683836
phase_reset,0.45,16,0.14361483820219134,0.05806083156009177,0.078,0.27370787347096903,0,0.9235,0.0475,0.3505,0.000994586006163786
phase_reset,0.45,17,0.1926514745049975,0.07186188998766277,0.172,0.4317591921430278,0,0.848,0.096,0.1215,0.0063002301973784595
phase_reset,0.45,18,0.1920585081249717,0.07412865518256391,0.1365,0.4010832207908977,0,0.8815,0.088,0.296,0.004182495873935844
phase_reset,0.45,19,0.11075552776403241,0.07400577048709234,0.0465,0.21757240174250045,0,0.955,0.0355,0.6295,0.0003475719215744028
phase_reset,0.5,0,0.13175569341401497,0.08190244675745481,0.082,0.29202054722228027,0,0.923,0.057,0.49,0.0012816782042441696
phase_reset,0.5,1,0.303185560599275,0.0773433627843092,0.6245,0.9270920935915697,0,0.5925,0.2125,0.1785,0.08028038135723502
phase_reset,0.5,2,0.12829178278848663,0.06645195309939865,0.0835,0.29073656460789377,0,0.9205,0.0555,0.4245,0.0012828024303047365
phase_reset,0.5,3,0.23187519927142972,0.09641742394827546,0.39,0.6647555941848101,0,0.6975,0.1605,0.1525,0.03227471524325383
phase_reset,0.5,4,0.3141956877306418,0.07180379809776699,0.6725,0.8527858758211231,0,0.5215,0.2485,0.0995,0.10140242374078928
phase_reset,0.5,5,0.24947561110200328,0.05610788855586188,0.292,0.5317292544143118,0,0.744,0.1425,0.1205,0.019397483337156785
phase_reset,0.5,6,0.17507571973525896,0.04973146263000526,0.121,0.35406072925417753,0,0.8885,0.072,0.1955,0.0028423995739303093
phase_reset,0.5,7,0.37921431867184496,0.052443750957513115,1.0455,1.1038250540733345,0,0.393,0.3105,0.0995,0.20804177199891244
phase_reset,0.5,8,0.21016887213383728,0.06796130238195364,0.228,0.48786883483165844,0,0.8,0.115,0.3365,0.011220983298701909
phase_reset,0.5,9,0.22166154459615003,0.03317233758513067,0.202,0.48702771995031247,0,0.8325,0.1035,0.125,0.008443234391565746
phase_reset,0.5,10,0.2589278913318381,0.03262362174729297,0.3535,0.5661605337711204,0,0.692,0.1695,0.122,0.029556977000432565
phase_reset,0.5,11,0.32542102668169626,0.06096610630327637,0.759,0.9766877699654072,0,0.509,0.254,0.1005,0.1218066390230195
phase_reset,0.5,12,0.15423553314117983,0.0541008388389447,0.1205,0.34638093192322233,0,0.8865,0.0705,0.273,0.002771653661330881
phase_reset,0.5,13,0.17817856475799465,0.048492305378280816,0.1245,0.3492846260573173,0,0.882,0.0745,0.18,0.0030705611888854623
phase_reset,0.5,14,0.1714290604639299,0.0891507206247321,0.196,0.48536996198776045,0,0.8385,0.1035,0.404,0.00811308033550316
phase_reset,0.5,15,0.1876075418600895,0.04103713244214882,0.123,0.35759054797351675,0,0.8865,0.073,0.1405,0.002962816525821101
phase_reset,0.5,16,0.21185175802821574,0.05628092909760637,0.1935,0.4472781573025895,0,0.827,0.1145,0.2055,0.008859909456307468
phase_reset,0.5,17,0.3161322856607355,0.03623458703011099,0.495,0.6782145678175897,0,0.596,0.225,0.0995,0.06164970448861759
phase_reset,0.5,18,0.20758560372983628,0.0687669943035619,0.179,0.41226083976046035,0,0.8325,0.103,0.338,0.007112530207021031
phase_reset,0.5,19,0.14025865225017095,0.05190799559143212,0.073,0.2639526472684069,0,0.928,0.046,0.5135,0.0008742111867575536
phase_reset,0.55,0,0.15586764040588807,0.07859816381390423,0.2005,0.46722558791230595,0,0.8255,0.0985,0.2305,0.008030790292964558
phase_reset,0.55,1,0.43432900519900963,0.09084141714041247,2.645,1.900256561625298,3,0.2105,0.416,0.0995,0.6241050645479724
phase_reset,0.55,2,0.16837915465808975,0.06978374075524539,0.1465,0.3795230559531265,0,0.863,0.0865,0.407,0.004497538026567184
phase_reset,0.55,3,0.3164319407048224,0.12305382202942208,1.2355,1.4591229386175792,0,0.4095,0.3225,0.0995,0.2778699015809241
phase_reset,0.55,4,0.34441556619661956,0.06929740008482536,0.9,1.0677078252031311,0,0.4585,0.274,0.0995,0.15841687831137757
phase_reset,0.55,5,0.3613326468666172,0.08872354830780639,1.4505,1.4062537999948659,1,0.3205,0.3045,0.0995,0.2909648106414372
phase_reset,0.55,6,0.23500083447942477,0.060395896608589045,0.3155,0.5982973758926242,0,0.744,0.1385,0.0995,0.021213231912813015
phase_reset,0.55,7,0.44280583618954034,0.07079978496542577,2.426,1.7582730163430251,1,0.244,0.423,0.0995,0.5622746126795578
phase_reset,0.55,8,0.29356758408352046,0.07397309846427616,0.6065,0.8773014020278321,0,0.589,0.228,0.0995,0.08221016014179498
phase_reset,0.55,9,0.31510698187154523,0.08657523048426513,0.932,1.1516839844332298,0,0.488,0.2835,0.0995,0.1671692342981144
phase_reset,0.55,10,0.40551079662476186,0.07002336283695529,2.0325,1.5041421974002327,1,0.2685,0.4405,0.0995,0.48467334876421814
phase_reset,0.55,11,0.4269053302344761,0.0852287602574305,2.6095,1.7756716334953375,1,0.2005,0.459,0.0995,0.6516191085992503
phase_reset,0.55,12,0.3068663146949228,0.11093118648841939,0.92,1.049571341072154,0,0.451,0.2725,0.116,0.1570184971289616
phase_reset,0.55,13,0.3310298844372419,0.07856952372406929,1.0135,1.2920208009161462,0,0.4775,0.3165,0.0995,0.21366309554858512
phase_reset,0.55,14,0.37816333045657313,0.07465913363133818,1.6215,1.4357011353342308,0,0.2745,0.3845,0.0995,0.4004956523234778
phase_reset,0.55,15,0.2823468339914189,0.06291701115925181,0.548,0.7910094816119463,0,0.599,0.1995,0.1285,0.0632803633414097
phase_reset,0.55,16,0.3011476153716527,0.07825860285083976,0.806,1.1812552645385332,0,0.545,0.2425,0.0995,0.13033675328849154
phase_reset,0.55,17,0.4082543487473026,0.03918370704645504,1.8235,1.3154268318686524,1,0.306,0.4195,0.0995,0.3829641607553226
phase_reset,0.55,18,0.3148945135394126,0.03653447579482583,0.639,0.7966674337513742,0,0.5295,0.2865,0.0995,0.1073893762765082
phase_reset,0.55,19,0.21451524578127362,0.046800534910451365,0.227,0.4609457668750197,0,0.791,0.1155,0.17,0.011127000435817203
phase_reset,0.6,0,0.38038814691371947,0.10565033627599349,2.316,1.9900110552456738,0,0.221,0.3985,0.0995,0.617762118446716
phase_reset,0.6,1,0.6113057063511463,0.00926782882838845,5.374,1.3975421281664464,5,0.2845,0.3585,0.0995,0.35847899028400004
phase_reset,0.6,2,0.29881238421623324,0.10757172431487518,1.373,1.4013818180638706,0,0.3725,0.3245,0.0995,0.2853546218553502
phase_reset,0.6,3,0.37632475080953315,0.08051379296391914,2.157,1.663836229921683,1,0.219,0.412,0.0995,0.5353759126738159
phase_reset,0.6,4,0.41500294792655745,0.11561740618154388,2.749,2.080624665815533,0,0.187,0.3995,0.0995,0.6757733690881053
phase_reset,0.6,5,0.42192642350987136,0.11896572203908733,2.979,2.0355733835949024,4,0.177,0.3895,0.0995,0.6525203521603834
phase_reset,0.6,6,0.3779687854821126,0.12144418757231473,2.1725,2.0776774894097496,0,0.339,0.348,0.121,0.47792399890729076
phase_reset,0.6,7,0.48127258656340516,0.026417498384998756,4.6755,1.3286082003359756,5,0.2935,0.481,0.0995,0.45149627553013516
phase_reset,0.6,8,0.38776443332294175,0.10272889647411287,2.079,1.7879482654707881,0,0.2795,0.3855,0.0995,0.49660754888045816
phase_reset,0.6,9,0.4161039911151109,0.09224618286110979,2.6745,2.012349311128662,1,0.1885,0.413,0.0995,0.6744378670831369
phase_reset,0.6,10,0.4660216401957473,0.035080007530914684,4.071,1.6926189766158242,4,0.2255,0.509,0.0995,0.6672651005819119
phase_reset,0.6,11,0.5273955535517145,0.02239117480245939,4.6395,1.4274241661118114,4,0.268,0.4695,0.0995,0.4905685739091852
phase_reset,0.6,12,0.3807751032402645,0.07113827156180885,2.254,1.5602833076079485,2,0.247,0.45,0.0995,0.5287019999578467
phase_reset,0.6,13,0.3881004485368457,0.09976928707223226,2.428,1.7480892425731587,2,0.2105,0.464,0.0995,0.6403740374334566
phase_reset,0.6,14,0.4377434023990432,0.0764778511618164,3.273,1.8103786896668883,3,0.2065,0.453,0.0995,0.6507505785200918
phase_reset,0.6,15,0.36646542035002455,0.10718960242101182,1.997,1.7686127331894905,0,0.2805,0.3625,0.0995,0.4612873635770834
phase_reset,0.6,16,0.39724445416188015,0.09335844442904748,2.667,1.888414943808696,2,0.2305,0.4645,0.0995,0.6749813479597729
phase_reset,0.6,17,0.4783584902933835,0.02817847956738739,4.119,1.5610377958268662,4,0.2455,0.529,0.0995,0.623057797145078
phase_reset,0.6,18,0.38678454006834395,0.06911021231641029,2.213,1.56895857179213,1,0.2305,0.462,0.0995,0.5577788941065619
phase_reset,0.6,19,0.34756688713193,0.13458435161953897,2.447,2.293510627836723,0,0.2875,0.3745,0.0995,0.611980309348084
phase_reset,0.65,0,0.4611740451034449,0.08970335580705052,4.8785,1.7674098986935656,5,0.245,0.4185,0.0995,0.5584440884998536
phase_reset,0.65,1,0.7414231847349795,0.0028753777874990895,2.888,0.9019179563574505,3,0.4155,0.075,0.0995,0.039537828938990785
phase_reset,0.65,2,0.3819609625616282,0.13563502059498828,3.241,1.9692432556695478,3,0.1725,0.386,0.0995,0.6290058361392376
phase_reset,0.65,3,0.6038105168789523,0.009181737717806754,5.624,1.4534868420457063,6,0.2655,0.3915,0.0995,0.4179599535340127
phase_reset,0.65,4,0.5308746345799195,0.013475594964343534,5.565,1.473355014923423,6,0.265,0.427,0.0995,0.4624051057415576
phase_reset,0.65,5,0.6186100175157887,0.0064317158002505535,4.353,1.1842259075024495,4,0.3175,0.218,0.0995,0.17619505245598613
phase_reset,0.65,6,0.42741371650646875,0.15182335476051373,3.413,2.2561983512093966,4,0.216,0.317,0.0995,0.5607284655982285
phase_reset,0.65,7,0.6839768332395725,0.002573596170823948,2.6105,0.7594667537160531,2,0.4385,0.0665,0.0995,0.02835829914350958
phase_reset,0.65,8,0.4015712667716884,0.0414544493076699,3.4335,1.5262954333942036,3,0.24,0.51,0.0995,0.5915921111435778
phase_reset,0.65,9,0.45328496144451697,0.04090905542011833,5.1205,1.4258259886816484,5,0.2735,0.4845,0.0995,0.5018754214224245
phase_reset,0.65,10,0.6389343560559353,0.004189828603639768,4.082,1.0541707641554097,4,0.3625,0.1985,0.0995,0.13339872230862498
phase_reset,0.65,11,0.6762506500960647,0.0047273043146049375,4.1035,1.229954369072284,4,0.3155,0.203,0.0995,0.17090646526478942
phase_reset,0.65,12,0.6021930484357966,0.008162349144141455,4.9375,1.4766833614556643,5,0.2385,0.303,0.0995,0.3407217981882864
phase_reset,0.65,13,0.48819651571396444,0.017201609903159786,5.3165,1.402971043892211,5,0.2575,0.5425,0.0995,0.5651255060905128
phase_reset,0.65,14,0.6053276479878008,0.007174320195236386,4.404,1.2937480434767814,5,0.275,0.2205,0.0995,0.2068217975382743
phase_reset,0.65,15,0.41865087227076836,0.1051539531206853,3.5225,2.0725572971573065,5,0.1725,0.4025,0.0995,0.690304069982604
phase_reset,0.65,16,0.5453442254201549,0.015780916990588152,5.799,1.3746268584601424,6,0.291,0.443,0.0995,0.4317524270677813
phase_reset,0.65,17,0.6162735755594658,0.007749591252897568,5.5375,1.3086610523737612,6,0.291,0.352,0.0995,0.32659992244665553
phase_reset,0.65,18,0.5230675802653265,0.015533636155791918,5.172,1.3658023283037704,5,0.296,0.5005,0.0995,0.48124318294401486
phase_reset,0.65,19,0.41062245833031236,0.16501437587880427,3.769,2.211252812321558,5,0.212,0.321,0.0995,0.5593319781135807
phase_reset,0.7,0,0.721867138978692,0.004120063179202309,2.9185,1.3072328598991076,4,0.254,0.093,0.0995,0.09069320232927601
phase_reset,0.7,1,0.8022294216786761,0.000750277155827934,1.381,0.4856325771609643,1,0.619,0.014,0.0995,0.0025903643516025955
phase_reset,0.7,2,0.6625239879851776,0.0029592924800063507,2.561,1.0776265586927598,2,0.3515,0.075,0.0995,0.052413062447259934
phase_reset,0.7,3,0.7222946273731357,0.0032295265876801124,2.541,1.078108992634789,3,0.335,0.0525,0.0995,0.037639480922304555
phase_reset,0.7,4,0.7060875730561874,0.0036396902529438773,2.804,1.0897632770469006,3,0.3535,0.0925,0.0995,0.06516920687603293
phase_reset,0.7,5,0.7428688981187863,0.0005859782584820315,1.5105,0.4998897378422566,2,0.5105,0.0255,0.0995,0.006239748924877534
phase_reset,0.7,6,0.6368686980468934,0.005757714026506967,3.4125,1.4033330859065498,3,0.2915,0.154,0.0995,0.15311627066443925
phase_reset,0.7,7,0.7757911496656246,0.0010400845932441846,1.428,0.49478884385159694,1,0.572,0.012,0.0995,0.002541235713791427
phase_reset,0.7,8,0.635361529275787,0.003388090071474949,3.7575,1.035709298017547,4,0.3345,0.1645,0.0995,0.11338401716241099
phase_reset,0.7,9,0.7001825522768705,0.0017099287476463668,2.217,0.7917771151024764,2,0.4535,0.0595,0.0995,0.02574601894021464
phase_reset,0.7,10,0.7468684956675322,0.0016609655204174398,1.6845,0.6632946177981547,2,0.4605,0.04,0.0995,0.014313898209931624
phase_reset,0.7,11,0.762518911634804,0.0019333413201590376,1.7925,0.8273111566998236,1,0.43,0.0415,0.0995,0.01957004588330169
phase_reset,0.7,12,0.720653088673595,0.0014526873246202279,1.835,0.6890391861135329,2,0.498,0.029,0.0995,0.010031032817338484
phase_reset,0.7,13,0.671274638114603,0.004251456597393964,3.529,1.1671156755009333,3,0.3325,0.1615,0.0995,0.1258165294926447
phase_reset,0.7,14,0.7430401725707547,0.0011014851946826896,1.4975,0.5647953169069305,1,0.537,0.0135,0.0995,0.0035302533898270007
phase_reset,0.7,15,0.6581483003169395,0.002420114822319479,2.112,0.8714677274575348,2,0.4155,0.0365,0.0995,0.018592110873883797
phase_reset,0.7,16,0.7137811178542742,0.001779627971381667,1.435,0.4957569969249047,1,0.565,0.012,0.0995,0.0025878517396022965
phase_reset,0.7,17,0.7197430701282499,0.0023289519603617976,2.006,0.8086804065884124,2,0.457,0.049,0.0995,0.021516560017211347
phase_reset,0.7,18,0.6719488696273002,0.005326244404760156,3.6665,1.3450939558261348,3,0.2685,0.146,0.0995,0.1436546903722116
phase_reset,0.7,19,0.7142521349266849,0.0016265747805849892,2.964,0.7574325052438666,3,0.5105,0.087,0.0995,0.032256399755331136
phase_reset,0.75,0,0.7898318479030121,0.0011737392189817963,1.425,0.49434299833212975,1,0.575,0.015,0.0995,0.0031514368244631016
phase_reset,0.75,1,0.8405859846447327,1.4581120247893426e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,2,0.7604883586133997,3.295674500842078e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,3,0.7845238332490294,0.00026164486689569374,1.0935,0.2911318429852702,1,0.9065,0.0045,0.6705,0.00012249375015687978
phase_reset,0.75,4,0.7769142546845419,0.0001170429373360022,1.0285,0.1663963641429704,1,0.9715,0.002,0.843,9.484597498445681e-06
phase_reset,0.75,5,0.8020908710663164,1.8186370296070122e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,6,0.7544214462140517,0.0001747927048486286,1.1715,0.37694528780712994,1,0.8285,0.008,0.5915,0.0005171689995174991
phase_reset,0.75,7,0.8247114061805398,2.572060673487061e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,8,0.7467596629609421,0.0006441897485490241,1.612,0.5361492329566462,2,0.562,0.0215,0.0995,0.0050489175615861005
phase_reset,0.75,9,0.7773705133805042,2.925167920789206e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,10,0.8035655036315252,0.00012981844638512393,1.0365,0.1875306641592249,1,0.9635,0.002,0.899,1.368974532849265e-05
phase_reset,0.75,11,0.8126892967288853,0.0004551115593810328,2.0685,0.79360427796226,2,0.3655,0.0335,0.0995,0.016868654634838224
phase_reset,0.75,12,0.7853673210321395,3.384971992554386e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,13,0.7512206921855722,0.0002968015057654781,1.073,0.2601365026289083,1,0.927,0.005,0.616,9.494984244951617e-05
phase_reset,0.75,14,0.8037706177340712,2.3367996882270442e-05,1.959,0.19829019138626097,2,0.959,0.002,0.8595,1.625980382357126e-05
phase_reset,0.75,15,0.7637952499107569,6.762324741115081e-05,1.015,0.12155245781143216,1,0.985,0.001,0.973,1.8232886904583512e-06
phase_reset,0.75,16,0.7837180987581178,0.00019348297579216612,1.187,0.38991152842664195,1,0.813,0.0085,0.3535,0.0006197644473476034
phase_reset,0.75,17,0.7818261877390942,0.0007245031594889865,1.386,0.4868305660083393,1,0.614,0.0135,0.0995,0.0025368742673860544
phase_reset,0.75,18,0.7505957189612802,8.873432456609078e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.75,19,0.7888519204112138,1.9428137345424013e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,0,0.8300833275889214,6.467349216540658e-05,1.001,0.03160696125855822,1,0.999,0.001,1.0,3.1606992865519505e-08
phase_reset,0.8,1,0.8673015242541372,3.671219788488991e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.8,2,0.811410130349165,4.916920548010316e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,3,0.8246480612828981,6.229488044844558e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,4,0.8201234134234197,2.1126213237141147e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,5,0.8392519506107483,5.05847357198016e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,6,0.807904592800107,8.071293365003959e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,7,0.8565738376201764,4.0532071813669835e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,8,0.8019290075378838,7.651566659104624e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,9,0.8218746534469231,3.455439270092924e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,10,0.8398364708210563,4.06906838565356e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,11,0.8460101159964892,1.4818090296670692e-05,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.8,12,0.826282267402544,3.362734934485847e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,13,0.8000600021428759,5.466945173738257e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,14,0.8412040381834138,2.6793984579175586e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.8,15,0.8154459789653596,5.638732962076283e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,16,0.8260673770204681,3.152192042365163e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,17,0.8222405879778948,2.4416303323827743e-05,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,18,0.7999118218118915,1.420122731776856e-06,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.8,19,0.830655630451154,2.5662859898367825e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,0,0.8578261117649747,2.4678396414490524e-06,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,1,0.8871004374026903,1.0348179047240666e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,2,0.8446692234813342,1.9619171335913464e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,3,0.8529649094184815,1.573673601122818e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,4,0.8498874245371283,4.459731354993636e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,5,0.8653574123814601,2.1912848981936317e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,6,0.8419212973640156,1.8709360992695808e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,7,0.879282220355675,7.733870708184977e-09,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,8,0.837300011529918,1.2192173150204334e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,9,0.8520055656186897,3.620402740700943e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,10,0.8654624917767268,1.374334010688257e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,11,0.8700077977094287,4.92308002421688e-07,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,12,0.8549246315968986,4.822287692519742e-09,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,13,0.8336287289726697,1.0946162307489664e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,14,0.8672416004966808,1.259682314460999e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,15,0.8484822727505619,1.543781682438738e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,16,0.8552401772214603,5.915895193616149e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.85,17,0.8509696460129795,7.603116040576995e-07,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,18,0.8336667842547076,3.00566334738493e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.85,19,0.8589279956358831,1.5373634694554687e-08,1.0,0.0,1,1.0,0.0,1.0,0.0
phase_reset,0.9,0,0.878360802484664,8.500783101585507e-08,2.0,0.0,2,1.0,0.0,1.0,0.0
phase_reset,0.9,1,0.9023850963572077,2.4592213579529617e-10,2.0,0.0,2,1.0,0.0,1.0,0.0
