K,seed,R_mean,R_std,dominant_cluster,dominant_fraction,switching_rate,collapse_time,memory_supported_lifetime,cluster_mean,cluster_std,single_cluster_lifetime_mean,multi_cluster_lifetime_mean,single_cluster_lifetime_max,multi_cluster_lifetime_max,n_switches
0.8,9,0.6489861246588015,0.16617512477179916,7,0.2116,0.4772,,0.0398,5.805,2.5801889465696113,3.1379310344827585,1.9265217391304348,14,15,2386
0.8,10,0.7299832275712184,0.1327699020632117,8,0.2156,0.503,,0.0398,7.2854,2.4678628081803895,2.6,1.9014598540145986,8,14,2515
0.8,11,0.635198311636208,0.13860843230063455,6,0.2398,0.4982,,0.0398,5.4714,2.2545026147689424,2.575,1.8707818930041151,11,12,2491
0.8,12,0.6770549899335034,0.1453094419255868,7,0.2192,0.5076,,0.0398,6.288,2.4135152785926177,2.7,1.8481317798312575,9,11,2538
0.8,13,0.7454233631943832,0.1322305737113326,8,0.2386,0.4554,,0.0398,7.263,2.3957109591935333,3.230769230769231,2.1206434316353886,10,15,2277
0.8,14,0.6758225125339293,0.09225033020314412,6,0.2622,0.5744,,0.0398,5.9836,1.9007711698150307,2.9565217391304346,1.6911401341334276,13,11,2872
0.8,15,0.6746632887349778,0.139441771920807,7,0.2314,0.5258,,0.0398,6.2814,2.2792573439609662,2.967741935483871,1.8065141527723925,14,11,2629
0.8,16,0.6378479020086241,0.23953962552629787,7,0.1854,0.3732,,0.0684,5.7144,3.160258318555621,2.8055555555555554,2.237936772046589,10,21,1866
0.8,17,0.7035509754392376,0.13098740092586572,8,0.2262,0.528,,0.0398,7.0362,2.3982680333940993,2.675675675675676,1.8213457076566126,7,12,2640
0.8,18,0.6075323777732142,0.14781722562719335,6,0.2442,0.5318,,0.0586,5.1852,2.1077241185696005,1.8709677419354838,1.7492343032159265,5,9,2659
0.8,19,0.6655157925917274,0.1740564301588317,7,0.2174,0.4744,,0.0472,6.295,2.6925777611797956,3.3658536585365852,1.924209614551754,16,11,2372
0.85,0,0.7024123018303224,0.1729702392161814,7,0.188,0.3836,,0.0398,6.1078,2.755536093031626,2.297872340425532,2.4157608695652173,8,23,1918
0.85,1,0.7323687311868357,0.1786202617250984,8,0.207,0.4486,,0.0398,6.9584,2.623331744175715,2.8275862068965516,2.104280510018215,9,29,2243
0.85,2,0.6989560734419903,0.14866430281432488,7,0.222,0.5254,,0.0398,6.6538,2.4918157154974363,2.6363636363636362,1.7942546583850931,11,11,2627
0.85,3,0.6717137591909317,0.1764542424878465,7,0.2022,0.5096,,0.054,6.415,2.712927385685065,2.857142857142857,1.7925361155698234,8,14,2548
0.85,4,0.7623132028546158,0.09968467835945927,8,0.2326,0.4514,,0.0398,7.3074,2.0700978817437594,3.0,2.1656989727556946,9,18,2257
0.85,5,0.7439579292055182,0.14220485990833256,7,0.207,0.4428,,0.0398,7.009,2.478733345884547,3.238095238095238,2.159706287287747,9,19,2214
0.85,6,0.7484750043605977,0.15292479343228352,7,0.21,0.4106,,0.0398,6.7356,2.4531801075338926,3.71875,2.323647294589178,15,19,2053
0.85,7,0.6652238409512885,0.21207201537111195,7,0.2072,0.3862,,0.0442,5.9032,2.9411952944338804,2.803921568627451,2.2819120043454646,12,26,1931
0.85,8,0.6641590229208622,0.19482854217727563,8,0.2146,0.521,,0.071,6.6978,3.0088660920685717,2.46875,1.7163009404388714,8,12,2605
0.85,9,0.7198394671476032,0.16469314157712134,8,0.221,0.4272,,0.0398,6.7484,2.484330380605607,2.185185185185185,2.214422158548233,5,19,2136
0.85,10,0.7728058196255941,0.13441300585133129,7,0.2194,0.3908,,0.0398,6.9726,2.328486469791053,3.1052631578947367,2.462058212058212,10,29,1954
0.85,11,0.7044449538034456,0.14674767629260266,7,0.2376,0.3724,,0.0398,6.039,2.2725930123979525,3.027027027027027,2.547169811320755,11,28,1862
0.85,12,0.7391225016085402,0.15500492781172154,8,0.1796,0.4402,,0.0398,6.8972,2.645719592095882,2.6666666666666665,2.154384328358209,13,28,2201
0.85,13,0.7886438483804273,0.13083629196821234,8,0.2218,0.3964,,0.0398,7.4202,2.231777757752774,3.6842105263157894,2.4508196721311477,9,20,1982
0.85,14,0.7267383985257871,0.0967318397564811,7,0.2446,0.528,,0.0398,6.9254,2.0604453013851156,3.1739130434782608,1.8437619961612284,11,11,2640
0.85,15,0.7360127088999472,0.14933627993248771,8,0.2122,0.4266,,0.0398,6.7566,2.371361726940873,5.0,2.2229601518026567,17,21,2133
0.85,16,0.7355062903820053,0.19214660237861098,7,0.1842,0.3186,,0.0558,6.0944,2.667187402489746,2.2162162162162162,2.932811480756686,5,32,1593
0.85,17,0.7555373924431089,0.13342490359375164,7,0.2294,0.4594,,0.0398,7.0084,2.2371252624741422,2.6666666666666665,2.1067961165048543,6,17,2297
0.85,18,0.6831329491624318,0.16595693543018536,7,0.237,0.4892,,0.047,6.5506,2.4749625532520687,2.269230769230769,1.9118503118503118,4,20,2446
0.85,19,0.7351145422894515,0.1777064733691123,7,0.1962,0.3654,,0.0474,6.4588,2.615932445610934,2.289473684210526,2.579185520361991,11,29,1827
0.9,0,0.752725379277393,0.16342000152148634,7,0.2058,0.3568,,0.0398,6.6358,2.6554770494206874,3.2325581395348837,2.6637478108581436,10,38,1784
0.9,1,0.7655583521881707,0.18247596216781906,7,0.2178,0.3614,,0.0398,6.7094,2.5558856860196233,2.7857142857142856,2.634560906515581,8,24,1807
0.9,2,0.7468454065722416,0.14575741051680716,7,0.2198,0.4602,,0.0398,6.722,2.402148205252957,2.0689655172413794,2.0798934753661786,8,16,2301
0.9,3,0.718519498496079,0.17561355563230502,8,0.2052,0.4592,,0.0564,6.889,2.714088981592166,2.8461538461538463,2.017279574656624,8,15,2296
0.9,4,0.7931340784190549,0.10243727947516856,8,0.2446,0.3988,,0.0398,7.4786,2.109488573090644,3.090909090909091,2.455005055611729,8,20,1994
0.9,5,0.7898540545114422,0.14167057311897469,7,0.2282,0.3438,,0.0398,6.682,2.2157788698333594,3.217391304347826,2.8145065398335314,8,23,1719
0.9,6,0.7912205073877402,0.15243641298738522,6,0.2124,0.324,,0.0398,6.3342,2.254885886247905,3.6,2.986624203821656,13,29,1620
0.9,7,0.7453496450459693,0.17922675962333498,6,0.2314,0.2732,,0.0446,5.4168,2.323247244698678,2.6666666666666665,3.480091883614089,7,44,1366
0.9,8,0.7186504246932829,0.18195167860807576,8,0.214,0.4672,,0.0514,6.934,2.7665220042501018,3.16,1.9699215344376635,7,23,2336
0.9,9,0.7640142986265873,0.16688470101287015,7,0.2038,0.356,,0.0398,6.7466,2.4804008627639207,3.25,2.668574699484831,10,41,1780
0.9,10,0.8042757946117772,0.13500492873539743,7,0.256,0.323,,0.0398,6.9366,2.248328365697502,2.8,3.0056854074542008,8,41,1615
0.9,11,0.7734466693587081,0.15648126942972793,6,0.214,0.2172,,0.0398,5.6022,2.0773914315795183,4.041666666666667,4.448374760994263,11,54,1086
0.9,12,0.7800719571836713,0.1578478947290752,7,0.194,0.372,,0.0398,6.9154,2.5715837221447795,2.7241379310344827,2.5789473684210527,10,26,1860
0.9,13,0.8197698098287528,0.13047132373449843,8,0.203,0.3352,,0.0398,7.3662,2.264088682008724,2.6,2.9292682926829268,8,27,1676
0.9,14,0.7673809869199033,0.09982104397682456,7,0.2286,0.4442,,0.0398,6.9744,2.103269987424344,2.55,2.20464904284412,8,38,2221
0.9,15,0.7801390707204073,0.15523365670768452,7,0.2514,0.3646,,0.0398,7.0572,2.2863788312525988,3.2857142857142856,2.635957565605807,15,33,1823
0.9,16,0.7875430455326626,0.18047904742758566,6,0.2466,0.2322,,0.0412,5.856,2.221275309366221,3.25,4.122994652406417,11,60,1161
0.9,17,0.792061532437512,0.13460806042849896,8,0.2026,0.4032,,0.0398,7.1828,2.427794093410724,2.0,2.406813627254509,4,23,2016
0.9,18,0.7272315329254218,0.17511812889849207,7,0.236,0.415,,0.0472,6.4282,2.3995092748310016,2.5454545454545454,2.267909715407262,5,19,2075
0.9,19,0.7804019799770348,0.17677304272277725,7,0.2124,0.2736,,0.0398,6.0624,2.3947664270237294,3.04,3.4815650865312264,12,48,1368
0.95,0,0.7963226440366593,0.15425096442873856,5,0.2158,0.19,,0.0398,5.0654,1.9804855061322717,2.7333333333333334,5.192477876106195,7,72,950
0.95,1,0.7936152086557832,0.1854741965923597,6,0.2246,0.2478,,0.0398,5.798,2.1530434273372197,2.9545454545454546,3.8870431893687707,8,61,1239
0.95,2,0.7876356257997932,0.14318724319404974,7,0.2242,0.3626,,0.0398,6.6848,2.2853990811234697,3.0,2.656741573033708,8,23,1813
0.95,3,0.7586128676447408,0.17394937912141661,6,0.213,0.3376,,0.0472,6.019,2.350625235974463,3.1875,2.7935247403787415,17,31,1688
0.95,4,0.8222965388926324,0.10487477323588335,7,0.2356,0.2806,,0.0398,6.48,1.94411933790084,2.7,3.5064841498559076,8,36,1403
0.95,5,0.8157981183525893,0.13877672230299817,7,0.23,0.308,,0.0398,6.785,2.138404779268883,2.5714285714285716,3.1665560716655605,7,43,1540
0.95,6,0.8202929401744034,0.1498020512158623,7,0.225,0.2824,,0.0398,6.4906,2.26563713776059,3.8076923076923075,3.4427425237053244,10,42,1412
0.95,7,0.7912467538576242,0.17236335235197953,5,0.2022,0.2232,,0.0398,5.6566,2.245679505183231,2.3666666666666667,4.345182413470533,10,80,1116
0.95,8,0.7597341935961219,0.17254964765680786,7,0.2086,0.4112,,0.0454,7.0818,2.6249397631183844,3.1,2.281759762728621,14,23,2056
0.95,9,0.7999495552912824,0.16683050757352239,7,0.207,0.2458,,0.0398,5.7726,2.1401143053584777,3.125,3.905990016638935,6,43,1229
0.95,10,0.8290927212539682,0.13460895744826123,5,0.2446,0.2106,,0.0398,5.8268,1.9266555893568522,2.5294117647058822,4.6735092864125125,7,59,1053
0.95,11,0.8103633186384929,0.15688009061444586,5,0.2522,0.135,,0.0398,5.0212,1.8918643080305735,3.2222222222222223,7.262345679012346,11,83,675
0.95,12,0.8071540747669267,0.15677119573949694,8,0.2256,0.3354,,0.0398,7.054,2.3961393949434577,3.074074074074074,2.886572654812998,10,29,1677
0.95,13,0.843408080248275,0.1296373865803563,6,0.2656,0.2256,,0.0398,5.9,1.8679400418642993,2.0555555555555554,4.391462306993642,5,44,1128
0.95,14,0.806121182526554,0.10283615338576403,7,0.2686,0.3524,,0.0398,6.4732,1.8114308598453321,2.7142857142857144,2.7877223178427997,8,28,1762
0.95,15,0.8078644742057267,0.15734795050170033,8,0.1786,0.3156,,0.0398,6.9246,2.4908863562997006,3.7333333333333334,3.0593548387096776,15,39,1578
0.95,16,0.8228108683404592,0.17400835305284476,5,0.2454,0.1474,,0.0402,4.914,1.8459154910233564,2.6363636363636362,6.6908831908831905,14,96,737
0.95,17,0.8202174207685821,0.13537162060944605,7,0.2668,0.317,,0.0398,6.4448,1.9271100020497014,2.6923076923076925,3.0696485623003196,7,30,1585
0.95,18,0.7667513615112551,0.18215288972085594,7,0.2164,0.2986,,0.0514,6.1298,2.3568096995727084,2.388888888888889,3.1658703071672356,7,40,1493
0.95,19,0.8113305898596643,0.1721081884295623,7,0.2378,0.249,,0.0398,6.175,2.185857955128832,2.7777777777777777,3.870781893004115,10,33,1245
1.0,0,0.8283156675441201,0.1482382808272691,6,0.2706,0.1486,,0.0398,5.4932,1.9394725468539122,2.68,6.742532005689901,9,80,743
1.0,1,0.8217087967948433,0.18893318341388218,4,0.2424,0.1312,,0.0398,4.1894,1.7685948207546012,3.1363636363636362,7.523274478330658,8,85,656
1.0,2,0.8176920681013696,0.14071826590384756,7,0.2298,0.3056,,0.0398,6.572,2.1211355449381353,2.9444444444444446,3.1918449197860963,6,32,1528
1.0,3,0.7974029875950932,0.17184213378854502,7,0.2332,0.268,,0.0466,6.179,2.2331500173521706,2.9285714285714284,3.5773672055427252,12,47,1340
1.0,4,0.8497532313534776,0.10712752095177488,5,0.2652,0.16,,0.0398,5.4274,1.6736574440428362,2.2,6.210191082802548,4,73,800
1.0,5,0.8385835077943357,0.13601883335053386,8,0.2162,0.2744,,0.0398,7.4032,2.3065623251930565,4.0625,3.5654761904761907,13,28,1372
1.0,6,0.8417850726363953,0.14591994578646425,7,0.258,0.2204,,0.0398,6.3186,1.9942652882703444,4.1,4.4485981308411215,12,48,1102
1.0,7,0.823973220855654,0.1656478074797876,4,0.2464,0.1334,,0.0398,4.5768,1.8946508279891574,2.2413793103448274,7.583198707592892,11,117,667
1.0,8,0.7928723318133005,0.16588810095214426,8,0.2066,0.3158,,0.0408,6.728,2.4211600525368002,2.9047619047619047,3.028497409326425,11,39,1579
1.0,9,0.8253731421867002,0.16451529687211336,7,0.2436,0.2186,,0.0398,6.3758,2.118342361375989,2.75,4.458412098298677,7,51,1093
1.0,10,0.8502205538268194,0.13364523676263843,7,0.2968,0.18,,0.0398,6.2218,1.8746212310757606,2.5,5.502293577981652,8,73,900
1.0,11,0.8390025348675708,0.1549074455347436,5,0.3902,0.07,,0.0424,4.2192,1.3402803288864609,4.428571428571429,14.480122324159021,11,135,350
1.0,12,0.8305740629078555,0.15436727092433128,7,0.2404,0.2616,,0.0398,6.5072,2.162671533081249,2.28,3.7460567823343847,8,38,1308
1.0,13,0.8634380507912599,0.12845937094800264,6,0.3058,0.1664,557.0,0.0398,5.4518,1.5191039332448586,2.1538461538461537,5.980271270036991,6,52,832
1.0,14,0.8359897324413931,0.10453600038931164,6,0.245,0.2888,,0.0398,6.3424,1.7930873486810395,2.4166666666666665,3.4196491228070176,8,41,1444
1.0,15,0.829850577901277,0.15834116826296415,6,0.2364,0.2078,,0.0398,5.6446,1.9144426969747619,3.764705882352941,4.710891089108911,16,74,1039
1.0,16,0.8442798921339145,0.16862570618754058,6,0.3314,0.1394,2998.0,0.041,5.6258,1.8160876520696903,2.176470588235294,7.063988095238095,9,81,697
1.0,17,0.8424111079758386,0.13527495644224735,6,0.2428,0.2502,,0.0398,5.925,1.9211910368310592,2.25,3.9099756690997567,5,52,1251
1.0,18,0.8005853280341778,0.1873762487996031,5,0.2258,0.1972,,0.0518,5.2722,2.034528731672276,2.5,4.845833333333333,6,45,986
1.0,19,0.8361746549700787,0.16837671793184275,6,0.2772,0.1544,,0.0398,5.1198,1.8437591925194567,4.222222222222222,6.337819650067295,8,93,772
1.05,0,0.8531379174388402,0.14476038225042495,4,0.3182,0.0642,,0.05,3.9052,1.5170408564043354,3.857142857142857,17.123636363636365,38,234,321
1.05,1,0.8398404841121312,0.189782145311693,5,0.3126,0.1236,1056.0,0.0398,4.8622,1.7771919311092992,4.75,7.854515050167224,17,92,618
1.05,2,0.8400785034675722,0.13761392649967832,7,0.2924,0.2582,,0.0398,6.5786,1.9321030096762442,2.45,3.810810810810811,6,40,1291
1.05,3,0.8229905212037989,0.1666308229847519,7,0.2646,0.2034,,0.0398,6.0248,1.9780255205633723,3.1176470588235294,4.75882946518668,8,55,1017
1.05,4,0.8678887630873569,0.10776544874665714,6,0.254,0.1282,4964.0,0.0398,5.808,1.7188181986469657,2.5454545454545454,7.814102564102564,4,71,641
1.05,5,0.8591253532302242,0.13284418122277913,7,0.2556,0.1716,2231.0,0.0398,6.129,1.836616182004286,3.25,5.774309723889556,10,45,858
1.05,6,0.8607635902955116,0.14228981569184365,7,0.2714,0.1882,496.0,0.0398,6.4134,1.8752334361353524,3.8,5.2363834422657956,10,56,941
1.05,7,0.8507161002222463,0.1597905202496116,4,0.3366,0.0766,941.0,0.0398,3.5268,1.3726185777556705,2.9393939393939394,14.014925373134329,10,98,383
1.05,8,0.8191081705751628,0.15804570121678527,7,0.2328,0.2492,,0.0398,6.4168,2.222493590541939,3.1875,3.8793103448275863,7,43,1246
1.05,9,0.8463203584259101,0.16212586533650386,6,0.2768,0.1488,,0.0398,5.6282,1.7889563326140747,3.5555555555555554,6.635854341736695,11,73,744
1.05,10,0.8686350100660462,0.13226425556321594,5,0.3058,0.089,639.0,0.0398,4.5606,1.536465957969782,3.0555555555555554,11.36643026004728,10,122,445
1.05,11,0.8580232758449216,0.1521363522613521,3,0.3088,0.0574,877.0,0.0398,3.8766,1.5180818291515117,4.25,17.76492537313433,9,124,287
1.05,12,0.8504817381338474,0.15148852557625628,6,0.226,0.2176,819.0,0.0398,6.4316,2.110857986696405,2.6875,4.489642184557439,6,40,1088
1.05,13,0.8790733549744792,0.12697885695608163,5,0.323,0.126,393.0,0.0398,5.1334,1.5396117822360285,2.5,7.941080196399345,9,76,630
1.05,14,0.8563947024779375,0.10393188000869077,7,0.242,0.2802,,0.0398,6.814,1.890133328630549,3.8,3.522743682310469,8,29,1401
1.05,15,0.8486530011055771,0.15862910316698972,6,0.2638,0.1626,2267.0,0.0398,5.636,1.860511757554894,4.153846153846154,6.042929292929293,25,76,813
1.05,16,0.8641389057099393,0.16456311001582413,5,0.3074,0.0862,515.0,0.0418,5.011,1.6013990758084007,1.7272727272727273,11.542372881355933,4,139,431
1.05,17,0.861633257452177,0.13473565302098522,5,0.2762,0.1722,555.0,0.0398,5.241,1.6419862971413617,2.0,5.731591448931116,7,66,861
1.05,18,0.824884680416838,0.19034235294130936,5,0.3006,0.1374,,0.0398,4.8112,1.7767257976401423,2.5,7.133435582822086,7,80,687
1.05,19,0.8552121859791748,0.1639863037865093,5,0.325,0.1306,791.0,0.0398,4.983,1.7398594770842843,2.7333333333333334,7.605431309904153,11,69,653
1.1,0,0.8717874688923483,0.14104540793497555,3,0.4516,0.041,449.0,0.0526,2.9462,1.3256340218929206,8.0,27.568047337278106,93,170,205
1.1,1,0.8556220743398048,0.19009080143716658,5,0.2666,0.0924,530.0,0.0398,5.1282,1.8420002062974912,2.8461538461538463,10.676470588235293,11,92,462
1.1,2,0.8591535430509998,0.1346539940685034,6,0.3022,0.1764,2650.0,0.0398,5.583,1.6866271075729808,2.3684210526315788,5.648648648648648,7,54,882
1.1,3,0.8461979784983978,0.16347122737040296,7,0.2472,0.1638,567.0,0.0398,5.9814,2.0765967446762503,4.545454545454546,5.948621553884712,12,97,819
1.1,4,0.8844241546797753,0.10823069504975547,4,0.3712,0.054,335.0,0.0444,3.9594,1.3419953949250347,6.285714285714286,19.227091633466134,37,163,270
1.1,5,0.8759089101989939,0.12997124509393093,5,0.2824,0.103,442.0,0.0398,4.7802,1.5300614236036407,4.157894736842105,9.84016393442623,21,82,515
1.1,6,0.8753514711470645,0.13851314466035064,6,0.2832,0.1562,462.0,0.0398,6.3018,1.761112364387917,4.538461538461538,6.333333333333333,10,62,781
1.1,7,0.8686578344417503,0.15525545364706586,4,0.4268,0.07,520.0,0.0398,3.6828,1.3546158717511028,4.2272727272727275,14.933753943217665,16,102,350
1.1,8,0.841297953378356,0.1517105023130937,5,0.2656,0.1282,,0.0398,4.6846,1.7906207973772672,3.0,7.744299674267101,8,109,641
1.1,9,0.8644382195223966,0.15973628087077762,3,0.413,0.0706,473.0,0.0398,3.3534,1.4555096839251878,7.2631578947368425,14.576323987538942,64,132,353
1.1,10,0.8860364964779749,0.13132805559803878,2,0.4572,0.0342,368.0,0.0398,2.2818,1.0590508769648415,33.04761904761905,28.75862068965517,138,172,171
1.1,11,0.8745138859636999,0.15000678869157297,4,0.4266,0.0464,458.0,0.0398,3.5454,1.3122266724922185,3.076923076923077,22.47887323943662,9,185,232
1.1,12,0.866225922331465,0.14896533856806765,5,0.2192,0.142,468.0,0.0398,5.367,1.8543761754293544,2.0714285714285716,6.947750362844703,5,70,710
1.1,13,0.8924091058308145,0.1254904713967389,6,0.3024,0.1192,350.0,0.0398,5.8946,1.6293222026351941,3.4,8.364888123924269,14,85,596
1.1,14,0.8729417266919539,0.10284959275808521,5,0.302,0.1664,1023.0,0.0398,5.3706,1.5310309075913524,3.3636363636363638,5.986519607843137,6,57,832
1.1,15,0.8637968931774079,0.1581747574426264,5,0.3594,0.1134,598.0,0.0398,5.3242,1.6630978203340898,4.333333333333333,8.748175182481752,16,75,567
1.1,16,0.8785642111589818,0.16067139751887752,5,0.4536,0.0516,392.0,0.0398,4.6302,1.2994798805676062,2.4166666666666665,19.96234309623431,6,176,258
1.1,17,0.8749560582335917,0.13338283639644619,6,0.3014,0.1766,386.0,0.0398,5.7992,1.6320782334189743,2.8333333333333335,5.540664375715922,8,51,883
1.1,18,0.8420488523696243,0.1917422790841779,4,0.3176,0.0966,672.0,0.041,3.6934,1.6345630731177063,4.769230769230769,10.289237668161435,31,71,483
1.1,19,0.8719916652778855,0.15964688650504272,5,0.315,0.088,468.0,0.0398,4.2562,1.3864204124290727,2.4545454545454546,11.738916256157635,14,90,440
1.15,0,0.885782841666919,0.137238245902388,3,0.453,0.0354,406.0,0.1952,3.372,1.1407085517344033,3.6875,31.431372549019606,13,327,177
1.15,1,0.8686324096883125,0.18990256614743975,4,0.3096,0.0532,454.0,0.056,3.4794,1.376653783636249,5.866666666666666,19.024390243902438,25,185,266
1.15,2,0.8748721117541787,0.13178259975385828,6,0.2706,0.1296,386.0,0.0398,5.0078,1.6314837296154687,3.2857142857142856,7.851307189542483,13,59,648
1.15,3,0.8617872519204504,0.16010415197881436,5,0.3438,0.0936,550.0,0.0398,4.7368,1.5313803446564151,5.5,10.403930131004367,8,97,468
1.15,4,0.8971263436443443,0.10812161817737179,3,0.6514,0.0362,300.0,0.1524,3.0636,1.185898410488858,2.3846153846153846,29.8109756097561,4,326,181
1.15,5,0.8897400740870507,0.12744559434807778,4,0.3328,0.0606,354.0,0.0398,3.5128,1.3124923466443528,5.533333333333333,18.157692307692308,25,124,303
1.15,6,0.888664458170197,0.1352395924409491,6,0.2754,0.1038,353.0,0.0398,5.924,1.703591500330992,4.153846153846154,9.653306613226453,10,69,519
1.15,7,0.882282986823751,0.15113497331617276,3,0.4466,0.0506,396.0,0.0412,3.1348,1.1288175051796459,3.1538461538461537,20.860869565217392,12,164,253
1.15,8,0.8633862806266756,0.14677766945154175,4,0.4162,0.052,502.0,0.0486,3.4262,1.284271606787287,4.5,20.61572052401747,41,155,260
1.15,9,0.8772575781382879,0.15628399191539732,4,0.4238,0.0608,440.0,0.0398,3.5244,1.428357322241182,8.666666666666666,16.630281690140844,57,125,304
1.15,10,0.8980773783880646,0.12964361184796327,3,0.6032,0.0302,334.0,0.163,2.7206,1.1152289630385324,4.5,37.484375,31,236,151
1.15,11,0.8875150734528501,0.14809154504851477,3,0.8936,0.0268,395.0,0.8554,3.0792,1.1282408253560052,2.5,39.13008130081301,4,4269,134
1.15,12,0.8793138168872123,0.14653660606866664,4,0.2802,0.0962,377.0,0.0398,4.288,1.5322715164095428,2.5384615384615383,10.455337690631808,5,82,481
1.15,13,0.9035351060108651,0.12396832978603245,3,0.393,0.0596,298.0,0.0398,3.3456,1.257998664546191,5.277777777777778,17.39855072463768,10,115,298
1.15,14,0.8853390053866377,0.1013905708636569,6,0.3144,0.1668,340.0,0.0398,5.865,1.4896895649765423,3.625,5.957420924574209,13,66,834
1.15,15,0.8771916361859506,0.15756961680919934,5,0.3932,0.0794,409.0,0.0398,4.8156,1.4230940376517638,4.818181818181818,12.66754617414248,25,108,397
1.15,16,0.8901430607592203,0.15698325363681703,5,0.5322,0.0374,362.0,0.2234,4.3516,1.1765956994651987,2.769230769230769,28.80722891566265,8,310,187
1.15,17,0.8860354472780131,0.13196253808498343,7,0.2754,0.156,313.0,0.0398,6.233,1.7260101390200464,1.7,6.328104575163398,5,67,780
1.15,18,0.8559028785228587,0.1920787108943334,4,0.3562,0.079,583.0,0.0466,3.4262,1.3993404017607725,2.6842105263157894,12.6875,6,95,395
1.15,19,0.8850046277996139,0.1550920227977567,3,0.3952,0.0496,397.0,0.04,2.8522,1.2824800817166713,11.090909090909092,21.179723502304146,56,111,248
1.2,0,0.8982911949437709,0.13347851442841158,3,0.9022,0.024,346.0,0.8746,3.0228,0.9247054449931611,3.5384615384615383,48.22,10,4365,120
1.2,1,0.878252235814751,0.18902598832104833,4,0.4206,0.0436,421.0,0.1064,3.8986,1.2596499672528079,4.625,23.21078431372549,7,302,218
1.2,2,0.8880113929684669,0.12882939325772405,4,0.3724,0.1004,344.0,0.0398,4.3496,1.4148426909024197,3.0588235294117645,10.191983122362869,7,74,502
1.2,3,0.8761772952268168,0.1573021513164266,5,0.3632,0.0524,391.0,0.0398,4.3256,1.3350597889233278,3.4545454545454546,19.557377049180328,12,168,262
1.2,4,0.9085374083998285,0.10783923675566442,2,0.8854,0.0234,246.0,0.8586,2.2084,1.096981968858194,7.1,47.0873786407767,50,4285,117
1.2,5,0.9002648520149978,0.12468376745277061,3,0.4484,0.0412,289.0,0.0398,3.0696,1.1963092576754557,14.214285714285714,25.650273224043715,90,131,206
1.2,6,0.9000594779577153,0.13261179412925875,5,0.4832,0.0688,316.0,0.0398,4.7682,1.2013612112932561,4.384615384615385,14.895061728395062,16,108,344
1.2,7,0.893275412805613,0.14768801209077495,4,0.4436,0.04,374.0,0.1582,3.4234,1.2989736102015315,3.0714285714285716,27.00561797752809,10,323,200
1.2,8,0.8811110781169209,0.14232577365578986,3,0.4872,0.0332,374.0,0.042,2.5148,1.0598966742093308,9.041666666666666,34.6390977443609,18,194,166
1.2,9,0.8896824392738782,0.1530136219728558,3,0.4192,0.034,358.0,0.1442,3.2702,1.0344041569908737,2.7142857142857144,32.842465753424655,8,238,170
1.2,10,0.9080600288257138,0.1278003684387717,3,0.6726,0.03,294.0,0.3328,2.7482,1.1012705208076714,6.52,39.63865546218487,104,340,150
1.2,11,0.8985943197958394,0.1463263358022421,2,0.9068,0.0242,354.0,0.8732,2.1284,1.1485266387855355,6.0,44.22222222222222,31,4358,121
1.2,12,0.8902759636672792,0.14397315127370486,5,0.2982,0.0882,354.0,0.0398,4.8626,1.5664358397329907,3.1,11.334905660377359,9,108,441
1.2,13,0.912311662443902,0.12246912648691691,2,0.4302,0.0412,247.0,0.0442,2.4396,0.9809953312834878,21.904761904761905,24.798882681564248,94,154,206
1.2,14,0.8957674221512382,0.09984077214380975,6,0.363,0.1408,327.0,0.0398,5.9218,1.4058750869120629,4.428571428571429,7.057553956834532,7,87,704
1.2,15,0.8887930159915295,0.15694954003621728,4,0.4066,0.0584,380.0,0.0398,4.2918,1.2948562700160973,3.6923076923076925,17.81111111111111,17,127,292
1.2,16,0.8993386559604957,0.15330694252496666,4,0.7168,0.034,375.0,0.4834,3.7962,1.2628006810261072,2.466666666666667,33.06896551724138,5,619,170
1.2,17,0.8958962254994394,0.13051946493830524,6,0.3582,0.1156,294.0,0.0398,5.6238,1.4849490092255695,1.8,8.626334519572953,5,74,578
1.2,18,0.8667261279597502,0.19166365875600014,3,0.3956,0.0616,473.0,0.0398,2.942,1.3496058683926948,11.136363636363637,16.264492753623188,73,103,308
1.2,19,0.8953318983100201,0.15047328419257608,3,0.4778,0.047,346.0,0.0398,3.0412,1.1432858610163952,6.176470588235294,22.956521739130434,58,184,235
