seed,branch,K,R_mean,R_std,cluster_mean,cluster_std,cluster_final
4,down,0.625,0.34166778904089956,0.055598064417166825,1.082,1.0541707641554094,0
4,down,0.6,0.4344731407742267,0.08002638230030333,1.288,1.4646009695476783,0
4,down,0.575,0.34708245251375636,0.008280683037701167,0.214,0.4606560539057312,1
4,down,0.55,0.4223464949596479,0.05058323947675236,0.51,0.8086408349817612,2
4,down,0.525,0.2425651485122622,0.0102512872040539,0.004,0.063118935352238,0
4,down,0.5,0.3339882455538374,0.08314494282541027,0.126,0.3378224385679554,0
4,down,0.475,0.3012594362833719,0.01784684377928717,0.012,0.10888526071052962,0
4,down,0.45,0.289718355628779,0.0154953277511724,0.002,0.044676615807377355,0
4,down,0.425,0.23851721445101934,0.02435380384874123,0.0,0.0,0
4,down,0.4,0.16444561020320042,0.04776065164794666,0.0,0.0,0
5,up,0.4,0.05155923384969442,0.024782977522182954,0.0,0.0,0
5,up,0.425,0.09413293015902477,0.022037040710032624,0.0,0.0,0
5,up,0.45,0.2074192833367357,0.03211659148585389,0.002,0.044676615807377355,0
5,up,0.475,0.14114496403379795,0.0691845827171069,0.0,0.0,0
5,up,0.5,0.2588686545382908,0.03715577143398889,0.01,0.09949874371066199,0
5,up,0.525,0.23877066793021506,0.010614554994319004,0.012,0.1088852607105296,0
5,up,0.55,0.37718190855813216,0.04249492149927442,0.164,0.38092518950576104,0
5,up,0.575,0.43789583241334024,0.026916039534453616,0.858,0.8011466782056829,1
5,up,0.6,0.5069676555792033,0.03392833520195176,1.822,1.0928476563547183,1
5,up,0.625,0.4156817436972765,0.022561498720481268,1.732,0.827149321464994,2
5,up,0.65,0.5766856306608826,0.0064169495691415,2.548,1.0656903865569962,1
5,up,0.675,0.6878085488791239,0.007121229600985011,1.398,0.5509954627762373,1
5,up,0.7,0.7418004763921409,0.0015420705153212438,1.006,0.07722693830523131,1
