topology,K,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
all_to_all,0.2,12,0.0475983825128561,0.0226715660653373,0.0165217391304347,0.1274706682595672,0,0.9834782608695652,0.0130434782608695,0.9034782608695652,2.7470051598647036e-05
all_to_all,0.2,13,0.0536692771019981,0.0270692309433246,0.0404347826086956,0.1969766761931045,0,0.9595652173913044,0.0226086956521739,0.5065217391304347,0.0001800716915317
all_to_all,0.2,14,0.058873779761412,0.0345006887091799,0.0308695652173913,0.1729642597783731,0,0.9691304347826089,0.0191304347826086,0.7234782608695652,0.0001021437383351
all_to_all,0.2,15,0.0579678154042227,0.0294669132616564,0.0182608695652173,0.1338932791738984,0,0.9817391304347826,0.017391304347826,0.8973913043478261,4.2521875604204304e-05
all_to_all,0.2,16,0.0491595325318554,0.0234297569779897,0.0321739130434782,0.176461758925125,0,0.9678260869565216,0.0226086956521739,0.7573913043478261,0.0001283600904305
all_to_all,0.2,17,0.0515110358666568,0.0442940229414479,0.0295652173913043,0.1693845191034566,0,0.9704347826086956,0.0269565217391304,0.8121739130434783,0.0001349953041648
all_to_all,0.2,18,0.0523073189700187,0.0261615967922097,0.0239130434782608,0.1527783028766443,0,0.9760869565217392,0.0191304347826086,0.8326086956521739,6.989102311681175e-05
all_to_all,0.2,19,0.0612445897736455,0.0299918749152216,0.0252173913043478,0.1567848030905777,0,0.974782608695652,0.017391304347826,0.81,6.876006882518592e-05
all_to_all,0.3,0,0.0473668845296599,0.0308754707595072,0.0260869565217391,0.162098712020063,0,0.9743478260869564,0.0169565217391304,0.7478260869565218,7.05083475151155e-05
all_to_all,0.3,1,0.0640688828083567,0.0318001287003048,0.0260869565217391,0.1647590897521427,0,0.974782608695652,0.0147826086956521,0.7186956521739131,6.141870453120764e-05
all_to_all,0.3,2,0.0597674859222952,0.0308690013430625,0.0469565217391304,0.2176242230485083,0,0.9543478260869566,0.0304347826086956,0.5621739130434783,0.0003023701497094
all_to_all,0.3,3,0.0705556140808928,0.0384215668264705,0.0395652173913043,0.1993462851393669,0,0.961304347826087,0.0247826086956521,0.6560869565217391,0.0001911689499656
all_to_all,0.3,4,0.0589057302139285,0.0360279150924793,0.0326086956521739,0.1824403986369806,0,0.9682608695652174,0.0269565217391304,0.7282608695652174,0.0001560917343785
all_to_all,0.3,5,0.0726363796579535,0.0323474163069156,0.0439130434782608,0.2049016546803301,0,0.9560869565217393,0.0265217391304347,0.5430434782608695,0.0002386387792219
all_to_all,0.3,6,0.0611242418827245,0.0272660620803823,0.0369565217391304,0.1886550747795447,0,0.9630434782608696,0.027391304347826,0.7069565217391305,0.0001909731497781
all_to_all,0.3,7,0.0945911158008707,0.0443975705037986,0.0495652173913043,0.2268398834050432,0,0.952608695652174,0.0330434782608695,0.5721739130434783,0.0003552252648385
all_to_all,0.3,8,0.0551233071048153,0.0260080630738234,0.0317391304347826,0.1801968048240841,0,0.9691304347826089,0.0291304347826086,0.7321739130434782,0.0001620408752314
all_to_all,0.3,9,0.0584037086641582,0.0276312394394662,0.0395652173913043,0.1949354020286801,0,0.9604347826086956,0.0208695652173913,0.6182608695652174,0.0001609599011079
all_to_all,0.3,10,0.0793329935265399,0.0347338478257508,0.0447826086956521,0.2089179070148262,0,0.9556521739130436,0.0278260869565217,0.5434782608695652,0.0002578102355396
all_to_all,0.3,11,0.0809680770034773,0.0268151563268197,0.0395652173913043,0.1993462851393669,0,0.961304347826087,0.028695652173913,0.5739130434782609,0.0002213535197948
all_to_all,0.3,12,0.0532510629055888,0.0222910951789256,0.0139130434782608,0.117130144281619,0,0.9860869565217392,0.0121739130434782,0.9139130434782607,1.983905820361229e-05
all_to_all,0.3,13,0.0622593356278784,0.029002010058076,0.0239130434782608,0.1527783028766443,0,0.9760869565217392,0.0208695652173913,0.8521739130434782,7.624475215894064e-05
all_to_all,0.3,14,0.0677720773083426,0.0404488490241374,0.0317391304347826,0.1753047575909634,0,0.9682608695652174,0.0182608695652173,0.75,0.0001016038593965
all_to_all,0.3,15,0.0648600236075476,0.0346894882710996,0.0321739130434782,0.176461758925125,0,0.9678260869565216,0.0226086956521739,0.8078260869565217,0.0001283600904305
