K,run,global_R,outsider_R,outsider_R_std,outsider_recruitment_score
0.6,14,0.990319992165178,0.9690286827052801,1.056208181299055e-09,0.9785005759458352
0.6,15,0.9512705666610886,0.8704300827220516,6.78279447110105e-08,0.9150184114035
0.6,16,0.9850176751604629,0.9256384665827931,4.990218020233873e-09,0.939717621240719
0.6,17,0.951567201695817,0.8515958775286315,3.9190534932618864e-08,0.8949403426369483
0.6,18,0.9887189086042658,0.9527346073960771,1.8310789256779474e-08,0.963605124878263
0.6,19,0.9536039391093533,0.9497789801213422,2.0309934068105205e-09,0.9959889438034626
0.6499999999999999,0,0.9572406950337725,0.9362264142721126,5.760850470607617e-11,0.9780470252971261
0.6499999999999999,1,0.977492749414666,0.9296127270553961,2.5679173026664803e-10,0.9510175166118705
0.6499999999999999,2,0.9847242571807767,0.9335468950568,5.498385645830233e-10,0.9480287382465389
0.6499999999999999,3,0.9304602919963028,0.9698548603442704,6.896694832915135e-09,1.0423387958473802
0.6499999999999999,4,0.9754437446885645,0.9151926158635182,4.91688041275206e-08,0.9382320824198619
0.6499999999999999,5,0.9953705420625794,0.9801188512355652,2.570353555857541e-10,0.9846773737181385
0.6499999999999999,6,0.9472191461714218,0.9256708949885124,4.2556115285207706e-10,0.9772510392436822
0.6499999999999999,7,0.9558805365216053,0.9155205653390577,3.356309649369094e-10,0.9577771806816225
0.6499999999999999,8,0.9883225894342837,0.9463793157361444,3.2907728773360043e-09,0.9575611504305439
0.6499999999999999,9,0.9734599492955407,0.9360828577195376,3.2025434547232424e-10,0.9616038732728417
0.6499999999999999,10,0.9692744276273098,0.9083000531249693,6.530605656317444e-10,0.9370927646852947
0.6499999999999999,11,0.9750262077064236,0.9303317870722227,2.8636712056323773e-10,0.9541608007232024
0.6499999999999999,12,0.9730863543723481,0.8699672722012796,5.360233778258063e-09,0.894028847790723
0.6499999999999999,13,0.9914547982115027,0.9548150303658034,3.8104483454670284e-10,0.9630444394310691
0.6499999999999999,14,0.9595083983290021,0.8790395514061287,1.8418321906930509e-09,0.9161353386130572
0.6499999999999999,15,0.9464178728306439,0.8008138976533817,8.116965909681318e-09,0.8461525512587574
0.6499999999999999,16,0.9182529290389682,0.8327987841731588,1.5065384726379635e-08,0.9069383367432854
0.6499999999999999,17,0.9604361104568072,0.8382795134116889,7.953130615058914e-10,0.8728113242348933
0.6499999999999999,18,0.9496789066667497,0.9324178704855256,2.5889458029599233e-09,0.981824344985412
0.6499999999999999,19,0.968009938773279,0.9127150027519757,1.0727619278635484e-10,0.9428777187016083
0.7,0,0.9928214893214431,0.9774904727685169,2.976014670090717e-10,0.9845581338449987
0.7,1,0.9867770676914003,0.9404073253109154,3.008115751715202e-11,0.9530088974504429
0.7,2,0.9706656625024038,0.9170111865541698,1.0874744183684681e-09,0.944724040396303
0.7,3,0.982094764296291,0.9421247028442401,1.165380507750901e-10,0.9593012172489788
0.7,4,0.9659870667334063,0.9740150392550759,1.2370263219359615e-11,1.0083106418265089
0.7,5,0.9665236691273208,0.8828307512796829,1.582193765441363e-09,0.9134083100891693
0.7,6,0.9946318291233304,0.9816265405961414,7.649944901271459e-12,0.9869245200612183
0.7,7,0.9905792309691903,0.9625799025336401,6.018120853909918e-09,0.9717343877590416
0.7,8,0.9405114153995612,0.9635483949488741,2.6766586884494076e-09,1.0244940988180367
0.7,9,0.9605663941364635,0.8291013473048854,1.18452817473634e-09,0.8631379906324679
0.7,10,0.9917785725447522,0.9680719994968376,8.864199604897604e-11,0.976096909425999
0.7,11,0.9624293985254483,0.813469001237607,5.7093792109773685e-09,0.8452245977555228
0.7,12,0.9684865069500951,0.8626670527488153,1.0181433061112724e-10,0.8907372963456028
0.7,13,0.9612557130979974,0.9534527752299609,1.3531653951801186e-10,0.9918825576142684
0.7,14,0.9603557326716259,0.9261595351938791,1.2455415257767897e-09,0.9643921556196886
0.7,15,0.9881662131007527,0.980274444275049,3.028716548552229e-11,0.9920137232764392
0.7,16,0.97187670221642,0.9138962023121633,4.6253729302683353e-10,0.9403417123046893
0.7,17,0.9829060530353165,0.9388398728180596,3.8088400759772787e-10,0.9551674546289229
0.7,18,0.9575786270088052,0.7991961997978492,2.3682386251312873e-11,0.834601125438095
0.7,19,0.9649057543784685,0.8157923600086432,4.038413811938292e-09,0.8454632551479391
0.75,0,0.9929087806841298,0.9670750096790715,6.597813683442035e-11,0.9739817277190032
0.75,1,0.9897810170147542,0.953316154977924,4.1132750114203455e-10,0.9631586569039545
0.75,2,0.9641114185118,0.9124216051542847,7.309716069742395e-10,0.9463860583268997
0.75,3,0.9715555175494751,0.9265278283854486,7.081240620891242e-11,0.9536540235203932
0.75,4,0.9751352283629457,0.8829112989022636,3.246632225426667e-10,0.9054244716228611
