K_base,seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,Kij_mean_final,Kij_std_final,Kij_density_weak,Kij_density_strong,reorganization_score,adaptive_network_score,adaptive_reorganization_score
0.2,10,0.0841172784179687,0.0356415460925204,0.0339130434782608,0.1810053837881693,0,0.9660869565217391,0.0243478260869565,0.638695652173913,0.2230076729126883,0.1250723643538459,0.4775402231281389,0.0,0.0001494577597087,0.027892096920239,0.0001536264500279
0.2,11,0.0732658260235484,0.0240338243715482,0.0269565217391304,0.1619563758388604,0,0.9730434782608696,0.0191304347826086,0.8339130434782609,0.2237261395014407,0.1317301241832595,0.4802628201837688,0.0,8.351928476056529e-05,0.029471472139566,8.598072103450277e-05
0.2,12,0.0538336367216054,0.0228567763813401,0.0352173913043478,0.1866726864633805,0,0.9652173913043478,0.0234782608695652,0.6573913043478261,0.2192024484853355,0.1192719089304824,0.4814630091438071,0.0,0.0001524434857976,0.0261446944730817,0.0001564290741582
0.2,13,0.0613247047720717,0.0328363679332642,0.0408695652173913,0.1979879891719007,0,0.9591304347826088,0.03,0.71,0.2191064451707376,0.1185590311729326,0.485340936696884,0.0,0.0002427504991633,0.0259770478631879,0.0002490564404988
0.2,14,0.0705836273323621,0.0405993176987546,0.0326086956521739,0.1776101591126977,0,0.967391304347826,0.0217391304347826,0.7091304347826087,0.2221352474482649,0.1243963519558974,0.4768754715051082,0.0,0.0001259051280359,0.0276328144233847,0.0001293842410739
0.2,15,0.0624578072333715,0.0320374629905866,0.0282608695652173,0.1657172073643384,0,0.9717391304347828,0.02,0.6447826086956522,0.2196641349159493,0.120373332834657,0.4848806705483396,0.0,9.366625232402526e-05,0.0264417040240745,9.614294764502142e-05
0.2,16,0.0564591672275164,0.0262756631870269,0.027391304347826,0.1632207731691982,0,0.972608695652174,0.02,0.7495652173913043,0.2198593274167075,0.1209043323514227,0.4818037569739469,0.0,8.941660194612981e-05,0.0265819451925498,9.179346915836588e-05
0.2,17,0.0500028516865063,0.0435559112284523,0.0239130434782608,0.1527783028766443,0,0.9760869565217392,0.0182608695652173,0.8334782608695652,0.2202297860817838,0.118951706279484,0.473026660364584,0.0,6.671415859574733e-05,0.0261967088279939,6.846184998318474e-05
0.2,18,0.0726664250087977,0.031001291609894,0.0417391304347826,0.1999924384203833,0,0.9582608695652174,0.0304347826086956,0.5769565217391305,0.2209418354742106,0.1233593973954149,0.4845679012345679,0.0,0.0002540546749231,0.0272552516835355,0.0002609789990295
0.2,19,0.0724326314610781,0.0300955746847396,0.0352173913043478,0.1843288546431737,0,0.964782608695652,0.0226086956521739,0.5839130434782609,0.2200488245503392,0.1207827135472619,0.4843783942650497,0.0,0.0001467661947254,0.0265780941420753,0.0001506669604657
