replication,N,dt,omega_std,K,seed,actual_seed,R_mean,R_std,cluster_mean,cluster_std,dominant_cluster,dominant_fraction,switching_rate,memory_score,reorganization_score
baseline_shifted_seeds,400,0.03,0.4,0.6,8,1008,0.33793171838752367,0.1415389251960206,2.0165,1.8224235923626537,0,0.2925,0.331,0.0995,0.4267797142078319
baseline_shifted_seeds,400,0.03,0.4,0.6,9,1009,0.3340991486043392,0.0990048399779215,1.7055,1.6975776123641595,0,0.3045,0.345,0.0995,0.4073295053234144
baseline_shifted_seeds,400,0.03,0.4,0.625,0,1000,0.45835008640813646,0.0418407476606689,4.3515,1.5956026291028729,5,0.2415,0.4485,0.0995,0.5428036716975408
baseline_shifted_seeds,400,0.03,0.4,0.625,1,1001,0.44066730253171194,0.13067118791229795,3.65,2.1928292227166257,5,0.194,0.3935,0.0995,0.6954799108734482
baseline_shifted_seeds,400,0.03,0.4,0.625,2,1002,0.4884064442963976,0.07825551096158255,4.683,1.6104381391410225,5,0.2885,0.422,0.0995,0.4835388837373362
baseline_shifted_seeds,400,0.03,0.4,0.625,3,1003,0.38290339792775846,0.06499109360360467,2.605,1.7924773359794537,1,0.251,0.439,0.0995,0.5893862666633057
baseline_shifted_seeds,400,0.03,0.4,0.625,4,1004,0.35944227697317727,0.13139532245265478,2.5065,2.1412514448331375,0,0.2755,0.365,0.101,0.5662378867516236
baseline_shifted_seeds,400,0.03,0.4,0.625,5,1005,0.33241354293145176,0.10629044853153753,2.0005,1.98783795868778,0,0.3165,0.3585,0.0995,0.48708937860625773
baseline_shifted_seeds,400,0.03,0.4,0.625,6,1006,0.43088117337388926,0.05971543668236615,4.067,1.8315324184955066,5,0.2105,0.5525,0.0995,0.7989121529782116
baseline_shifted_seeds,400,0.03,0.4,0.625,7,1007,0.34454160410906476,0.1155667375452413,2.0375,1.8517812370795854,0,0.2575,0.388,0.0995,0.5334796579652054
baseline_shifted_seeds,400,0.03,0.4,0.625,8,1008,0.37177729702529033,0.11726435785420133,2.5165,2.0670577519750144,0,0.219,0.388,0.0995,0.6263763780798569
baseline_shifted_seeds,400,0.03,0.4,0.625,9,1009,0.3693193640868979,0.14065562529589115,2.3705,2.244377363546514,0,0.2995,0.352,0.141,0.5534095943660315
baseline_shifted_seeds,400,0.03,0.4,0.65,0,1000,0.5987890752096412,0.0066945053251428275,4.825,1.2009891756381488,4,0.2975,0.2525,0.0995,0.2130329620548593
baseline_shifted_seeds,400,0.03,0.4,0.65,1,1001,0.4228040619568064,0.054007102078031444,4.0775,1.4981634590390998,4,0.304,0.415,0.0995,0.43272953455157526
baseline_shifted_seeds,400,0.03,0.4,0.65,2,1002,0.6137631914884648,0.010919085603222394,4.8215,1.3151569297996344,4,0.264,0.279,0.0995,0.2700595855607317
baseline_shifted_seeds,400,0.03,0.4,0.65,3,1003,0.45710844338578843,0.041122407039527825,4.8485,1.7625401413868564,4,0.238,0.4515,0.0995,0.6063895992062139
baseline_shifted_seeds,400,0.03,0.4,0.65,4,1004,0.4508178475565692,0.10322830488619647,4.628,2.153048071920365,6,0.221,0.436,0.0995,0.731269861016545
baseline_shifted_seeds,400,0.03,0.4,0.65,5,1005,0.39286902039585764,0.11432741555784455,3.5085,2.035418323097245,5,0.2245,0.429,0.0995,0.6771623057805277
baseline_shifted_seeds,400,0.03,0.4,0.65,6,1006,0.54817589870376,0.010090243399412962,5.8525,1.3862697248371254,6,0.287,0.441,0.0995,0.4358889493781223
baseline_shifted_seeds,400,0.03,0.4,0.65,7,1007,0.4140478905846551,0.0759630896390044,3.7005,1.8654221372118431,4,0.1925,0.466,0.0995,0.701949024628459
baseline_shifted_seeds,400,0.03,0.4,0.65,8,1008,0.43007554951894383,0.1551769941706769,3.615,2.491741358969666,0,0.1665,0.3535,0.0995,0.7341722825017467
baseline_shifted_seeds,400,0.03,0.4,0.65,9,1009,0.4043326278102785,0.07156101545727547,4.0305,1.8680390119052654,4,0.231,0.5115,0.0995,0.7347810045158807
baseline_shifted_seeds,400,0.03,0.4,0.675,0,1000,0.6900448887510846,0.002165657353984115,1.7655,0.6367964745505427,2,0.5395,0.0275,0.0995,0.008064231647834211
baseline_shifted_seeds,400,0.03,0.4,0.675,1,1001,0.6425758094513161,0.005169783193813918,3.583,1.1580634697632077,4,0.375,0.121,0.0995,0.08757855062463225
baseline_shifted_seeds,400,0.03,0.4,0.675,2,1002,0.6938303058662388,0.0031434963215519578,3.21,0.9554580053565933,3,0.4325,0.1265,0.0995,0.06859113642426555
baseline_shifted_seeds,400,0.03,0.4,0.675,3,1003,0.5984863875747632,0.005599777722493776,2.3055,0.9665245728898981,2,0.4465,0.069,0.0995,0.0369130237604959
baseline_shifted_seeds,400,0.03,0.4,0.675,4,1004,0.602441234627488,0.008264311204889695,4.7115,1.4605710355884782,5,0.278,0.261,0.0995,0.27523292814289635
baseline_shifted_seeds,400,0.03,0.4,0.675,5,1005,0.5380366358215917,0.014598001055054221,5.6415,1.4383941566900222,5,0.2555,0.395,0.0995,0.42299935868489447
baseline_shifted_seeds,400,0.03,0.4,0.675,6,1006,0.6477947362046875,0.003905182416507107,3.4615,1.1997990456738996,4,0.309,0.1395,0.0995,0.11565402993727388
baseline_shifted_seeds,400,0.03,0.4,0.675,7,1007,0.5295336576869966,0.012762633998411408,4.8725,1.35175580265076,5,0.2805,0.3235,0.0995,0.3146323160249246
baseline_shifted_seeds,400,0.03,0.4,0.675,8,1008,0.4693941381131369,0.17377681823802818,3.7535,1.7606072105952537,4,0.264,0.2655,0.0995,0.3440367351038043
baseline_shifted_seeds,400,0.03,0.4,0.675,9,1009,0.579834091062097,0.009272758871967924,4.583,1.3953891930210724,4,0.286,0.272,0.0995,0.27099574539454435
baseline_shifted_seeds,400,0.03,0.4,0.7,0,1000,0.7428089291705369,0.0017698633577371773,1.438,0.49815258706544935,1,0.563,0.0155,0.0995,0.003374236766180502
baseline_shifted_seeds,400,0.03,0.4,0.7,1,1001,0.7134457224922007,0.0016325839360901947,1.7535,0.8577515665972287,1,0.462,0.0325,0.0995,0.014997786603422889
baseline_shifted_seeds,400,0.03,0.4,0.7,2,1002,0.7413375038072427,0.0014146227948454737,1.4185,0.5013559115039933,1,0.5855,0.0125,0.0995,0.00259765052429209
baseline_shifted_seeds,400,0.03,0.4,0.7,3,1003,0.6918915598159081,0.00047436720051574643,1.249,0.43243380996402214,1,0.751,0.0095,0.0995,0.001022922285145913
baseline_shifted_seeds,400,0.03,0.4,0.7,4,1004,0.6769427330943244,0.001935977816844705,2.0095,0.7787231536303515,2,0.413,0.043,0.0995,0.01965575157789419
baseline_shifted_seeds,400,0.03,0.4,0.7,5,1005,0.6524830125859494,0.0029374631039570808,2.6535,1.0012181330759047,3,0.4025,0.096,0.0995,0.05742987271146172
baseline_shifted_seeds,400,0.03,0.4,0.7,6,1006,0.70764838605356,0.0018958943358296288,2.084,0.6985298848295612,2,0.5545,0.0495,0.0995,0.015404155963927755
baseline_shifted_seeds,400,0.03,0.4,0.7,7,1007,0.6445192095834181,0.00422141552630788,3.107,1.0892892177929605,3,0.3315,0.111,0.0995,0.08082907320068979
baseline_shifted_seeds,400,0.03,0.4,0.7,8,1008,0.6651717931137933,0.0029389410481649334,2.5415,0.8951411899806644,2,0.3985,0.099,0.0995,0.053304315689991014
baseline_shifted_seeds,400,0.03,0.4,0.7,9,1009,0.6771395812080583,0.003226970001895683,2.3765,1.0008734935045487,3,0.337,0.0535,0.0995,0.03550148391493222
